Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,145.38,-19.6502,330.844,,,,,,,,,,,,,,,,,,,,,
2,0,149.328,-15.6562,334.232,,,,,,,,,,,,,,,,,,,,,
3,0,153.076,-11.31,337.781,,,,,,,,,,,,,,,,,,,,,
4,0,157.191,-7.10404,341.005,,,,,,,,,,,,,,,,,,,,,
5,0,161.715,-2.91605,344.077,,,,,,,,,,,,,,,,,,,,,
6,0,166.342,1.56606,346.688,,,,,,,,,,,,,,,,,,,,,
7,0,170.531,5.78244,350.16,,,,,,,,,,,,,,,,,,,,,
8,0,175.021,9.83539,353.492,,,,,,,,,,,,,,,,,,,,,
9,0,179.378,14.273,356.121,,,,,,,,,,,,,,,,,,,,,
10,0,184.01,18.2946,358.707,,,,,,,,,,,,,,,,,,,,,
11,0,188.58,22.1121,361.488,,,,,,,,,,,,,,,,,,,,,
12,0,193.006,25.8711,364.264,,,,,,,,,,,,,,,,,,,,,
13,0,197.868,29.5444,365.944,,,,,,,,,,,,,,,,,,,,,
14,0,202.232,32.9662,368.097,,,,,,,,,,,,,,,,,,,,,
15,0,206.775,35.9504,370.303,,,,,,,,,,,,,,,,,,,,,
16,0,211.355,38.7545,371.565,,,,,,,,,,,,,,,,,,,,,
17,0,215.542,41.3086,373.016,,,,,,,,,,,,,,,,,,,,,
18,0,219.868,43.4042,374.619,,,,,,,,,,,,,,,,,,,,,
19,0,224.001,45.1454,374.996,,,,,,,,,,,,,,,,,,,,,
20,0,227.694,46.4016,374.705,,,,,,,,,,,,,,,,,,,,,
21,0,231.969,47.7507,373.482,,,,,,,,,,,,,,,,,,,,,
22,0,234.952,48.6556,373.413,,,,,,,,,,,,,,,,,,,,,
23,0,237.077,49.8423,373.345,,,,,,,,,,,,,,,,,,,,,
24,0,239.97,49.9548,372.394,,,,,,,,,,,,,,,,,,,,,
25,0,241.661,50.1084,372.203,,,,,,,,,,,,,,,,,,,,,
26,0,243.408,49.5955,371.061,,,,,,,,,,,,,,,,,,,,,
27,0,243.77,48.8919,370.023,,,,,,,,,,,,,,,,,,,,,
28,0,243.574,47.617,369.246,,,,,,,,,,,,,,,,,,,,,
29,0,243.092,45.9074,368.072,,,,,,,,,,,,,,,,,,,,,
30,0,242.001,43.4724,366.82,,,,,,,,,,,,,,,,,,,,,
31,0,240.408,40.6468,365.756,,,,,,,,,,,,,,,,,,,,,
32,0,238.107,37.7699,364.333,,,,,,,,,,,,,,,,,,,,,
33,0,235.862,34.1337,363.362,,,,,,,,,,,,,,,,,,,,,
34,0,233.15,30.339,362.016,,,,,,,,,,,,,,,,,,,,,
35,0,230.284,26.1949,361.229,,,,,,,,,,,,,,,,,,,,,
36,0,227.36,22.0238,359.487,,,,,,,,,,,,,,,,,,,,,
37,0,223.494,17.4145,359.153,,,,,,,,,,,,,,,,,,,,,
38,0,219.821,13.096,358.231,,,,,,,,,,,,,,,,,,,,,
39,0,216.654,8.54706,356.627,,,,,,,,,,,,,,,,,,,,,
40,0,212.298,3.94029,356.423,,,,,,,,,,,,,,,,,,,,,
41,0,207.911,-0.513483,356.267,,,,,,,,,,,,,,,,,,,,,
42,0,203.565,-5.0654,355.892,,,,,,,,,,,,,,,,,,,,,
43,0,199.261,-9.47723,355.468,,,,,,,,,,,,,,,,,,,,,
44,0,194.717,-13.7799,355.632,,,,,,,,,,,,,,,,,,,,,
45,0,191.008,-17.7749,354.532,,,,,,,,,,,,,,,,,,,,,
46,0,186.141,-21.7957,354.939,,,,,,,,,,,,,,,,,,,,,
47,0,181.271,-25.6276,355.437,,,,,,,,,,,,,,,,,,,,,
48,0,176.452,-29.4305,355.929,,,,,,,,,,,,,,,,,,,,,
49,0,172.518,-33.1182,356.06,,,,,,,,,,,,,,,,,,,,,
50,0,167.904,-36.2338,356.969,,,,,,,,,,,,,,,,,,,,,
51,0,163.534,-39.4657,357.89,,,,,,,,,,,,,,,,,,,,,
52,0,159.456,-42.2977,358.902,,,,,,,,,,,,,,,,,,,,,
53,0,155.922,-44.8387,359.496,,,,,,,,,,,,,,,,,,,,,
54,0,152.087,-46.8101,360.276,,,,,,,,,,,,,,,,,,,,,
55,0,148.907,-49.0737,361.187,,,,,,,,,,,,,,,,,,,,,
56,0,145.298,-50.8377,362.894,,,,,,,,,,,,,,,,,,,,,
57,0,142.188,-52.2891,363.769,,,,,,,,,,,,,,,,,,,,,
58,0,139.552,-53.5888,364.425,,,,,,,,,,,,,,,,,,,,,
59,0,136.415,-54.5235,366.15,,,,,,,,,,,,,,,,,,,,,
60,0,133.739,-54.9821,366.945,,,,,,,,,,,,,,,,,,,,,
61,0,131.391,-55.327,368.086,,,,,,,,,,,,,,,,,,,,,
62,0,129.608,-55.6405,369.228,,,,,,,,,,,,,,,,,,,,,
63,0,128.263,-55.5528,369.463,,,,,,,,,,,,,,,,,,,,,
64,0,126.41,-55.3545,371.111,,,,,,,,,,,,,,,,,,,,,
65,0,124.954,-54.8432,372.201,,,,,,,,,,,,,,,,,,,,,
