Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,234.908,-201.628,345.462,,,,,,,,,,,,,,,,,,,,,
2,0,238.143,-200.448,344.984,,,,,,,,,,,,,,,,,,,,,
3,0,240.65,-199.111,345.523,,,,,,,,,,,,,,,,,,,,,
4,0,243.435,-198.027,346.034,,,,,,,,,,,,,,,,,,,,,
5,0,246.971,-196.548,345.848,,,,,,,,,,,,,,,,,,,,,
6,0,250.337,-195.317,346.489,,,,,,,,,,,,,,,,,,,,,
7,0,253.4,-193.953,347.606,,,,,,,,,,,,,,,,,,,,,
8,0,256.982,-192.601,348.686,,,,,,,,,,,,,,,,,,,,,
9,0,261.254,-191.521,349.284,,,,,,,,,,,,,,,,,,,,,
10,0,265.439,-190.351,349.645,,,,,,,,,,,,,,,,,,,,,
11,0,269.809,-189.296,350.743,,,,,,,,,,,,,,,,,,,,,
12,0,274.414,-188.521,351.958,,,,,,,,,,,,,,,,,,,,,
13,0,279.614,-187.983,352.359,,,,,,,,,,,,,,,,,,,,,
14,0,285.208,-187.353,352.542,,,,,,,,,,,,,,,,,,,,,
15,0,290.667,-186.985,353.587,,,,,,,,,,,,,,,,,,,,,
16,0,296.282,-186.997,354.454,,,,,,,,,,,,,,,,,,,,,
17,0,302.614,-187.125,354.838,,,,,,,,,,,,,,,,,,,,,
18,0,309.399,-187.765,355.008,,,,,,,,,,,,,,,,,,,,,
19,0,315.079,-188.015,355.665,,,,,,,,,,,,,,,,,,,,,
20,0,321.118,-189.202,356.671,,,,,,,,,,,,,,,,,,,,,
21,0,327.572,-190.524,357.338,,,,,,,,,,,,,,,,,,,,,
22,0,333.796,-192.318,357.664,,,,,,,,,,,,,,,,,,,,,
23,0,338.883,-194.005,359.046,,,,,,,,,,,,,,,,,,,,,
24,0,344.989,-196.533,360.287,,,,,,,,,,,,,,,,,,,,,
25,0,350.067,-199.053,361.707,,,,,,,,,,,,,,,,,,,,,
26,0,354.939,-201.854,362.592,,,,,,,,,,,,,,,,,,,,,
27,0,358.773,-204.988,364.634,,,,,,,,,,,,,,,,,,,,,
28,0,362.943,-208.071,364.838,,,,,,,,,,,,,,,,,,,,,
29,0,365.716,-211.774,366.84,,,,,,,,,,,,,,,,,,,,,
