Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,59.8852,-109.586,347.555,,,,,,,,,,,,,,,,,,,,,
2,0,59.5677,-109.605,347.266,,,,,,,,,,,,,,,,,,,,,
3,0,59.3535,-109.59,346.937,,,,,,,,,,,,,,,,,,,,,
4,0,59.0978,-109.623,346.686,,,,,,,,,,,,,,,,,,,,,
5,0,58.7171,-109.645,346.159,,,,,,,,,,,,,,,,,,,,,
6,0,58.5439,-109.798,345.675,,,,,,,,,,,,,,,,,,,,,
7,0,58.4489,-110.021,345.105,,,,,,,,,,,,,,,,,,,,,
8,0,58.368,-110.279,344.241,,,,,,,,,,,,,,,,,,,,,
9,0,58.0016,-110.57,343.814,,,,,,,,,,,,,,,,,,,,,
10,0,57.7939,-111.09,343.368,,,,,,,,,,,,,,,,,,,,,
11,0,57.5325,-111.632,342.889,,,,,,,,,,,,,,,,,,,,,
12,0,57.2245,-112.218,342.388,,,,,,,,,,,,,,,,,,,,,
13,0,56.9873,-112.912,341.861,,,,,,,,,,,,,,,,,,,,,
14,0,56.772,-113.668,341.434,,,,,,,,,,,,,,,,,,,,,
15,0,56.4432,-114.42,340.928,,,,,,,,,,,,,,,,,,,,,
16,0,56.2442,-115.084,340.438,,,,,,,,,,,,,,,,,,,,,
17,0,55.8103,-115.699,340.242,,,,,,,,,,,,,,,,,,,,,
18,0,55.2786,-116.453,340.059,,,,,,,,,,,,,,,,,,,,,
19,0,54.7282,-117.079,340.057,,,,,,,,,,,,,,,,,,,,,
20,0,54.1625,-117.612,339.906,,,,,,,,,,,,,,,,,,,,,
21,0,53.8304,-118.148,339.745,,,,,,,,,,,,,,,,,,,,,
22,0,53.456,-118.77,340.009,,,,,,,,,,,,,,,,,,,,,
23,0,53.0584,-119.329,339.938,,,,,,,,,,,,,,,,,,,,,
24,0,53.108,-120.077,339.955,,,,,,,,,,,,,,,,,,,,,
25,0,52.7921,-120.699,340.35,,,,,,,,,,,,,,,,,,,,,
26,0,52.6332,-121.336,340.842,,,,,,,,,,,,,,,,,,,,,
27,0,52.5345,-121.907,341.176,,,,,,,,,,,,,,,,,,,,,
28,0,52.5935,-122.63,341.63,,,,,,,,,,,,,,,,,,,,,
29,0,53.0601,-123.529,341.946,,,,,,,,,,,,,,,,,,,,,
30,0,52.9902,-124.135,342.535,,,,,,,,,,,,,,,,,,,,,
31,0,52.6234,-124.807,343.525,,,,,,,,,,,,,,,,,,,,,
32,0,53.3678,-125.914,343.92,,,,,,,,,,,,,,,,,,,,,
33,0,53.6123,-126.573,344.296,,,,,,,,,,,,,,,,,,,,,
34,0,54.0061,-127.51,345.035,,,,,,,,,,,,,,,,,,,,,
35,0,54.0663,-128.37,345.68,,,,,,,,,,,,,,,,,,,,,
36,0,54.4188,-129.302,346.106,,,,,,,,,,,,,,,,,,,,,
37,0,54.5064,-130.036,346.732,,,,,,,,,,,,,,,,,,,,,
38,0,54.5134,-130.669,347.251,,,,,,,,,,,,,,,,,,,,,
