Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,305.159,-112.15,327.057,,,,,,,,,,,,,,,,,,
2,0,307.602,-112.594,329.527,,,,,,,,,,,,,,,,,,
3,0,310.24,-112.882,331.482,,,,,,,,,,,,,,,,,,
4,0,311.881,-113.002,334.68,,,,,,,,,,,,,,,,,,
5,0,314.033,-112.857,336.776,,,,,,,,,,,,,,,,,,
6,0,316.473,-112.897,339.184,,,,,,,,,,,,,,,,,,
7,0,318.641,-112.598,341.462,,,,,,,,,,,,,,,,,,
8,0,321.019,-112.124,343.498,,,,,,,,,,,,,,,,,,
9,0,324.196,-111.687,345.231,,,,,,,,,,,,,,,,,,
10,0,326.382,-111.009,348.061,,,,,,,,,,,,,,,,,,
11,0,329.259,-110.232,350.054,,,,,,,,,,,,,,,,,,
12,0,332.115,-109.053,351.988,,,,,,,,,,,,,,,,,,
13,0,335.469,-107.982,353.801,,,,,,,,,,,,,,,,,,
14,0,338.855,-106.796,355.296,,,,,,,,,,,,,,,,,,
15,0,342.311,-105.667,356.815,,,,,,,,,,,,,,,,,,
16,0,345.386,-104.236,358.457,,,,,,,,,,,,,,,,,,
17,0,349.034,-102.926,359.57,,,,,,,,,,,,,,,,,,
18,0,352.644,-101.408,360.173,,,,,,,,,,,,,,,,,,
19,0,356.496,-100.249,361.017,,,,,,,,,,,,,,,,,,
20,0,360.54,-99.3847,361.886,,,,,,,,,,,,,,,,,,
21,0,364.38,-98.5837,362.517,,,,,,,,,,,,,,,,,,
22,0,368.221,-97.5141,362.58,,,,,,,,,,,,,,,,,,
23,0,372.062,-96.8349,363.1,,,,,,,,,,,,,,,,,,
24,0,375.758,-96.307,363.496,,,,,,,,,,,,,,,,,,
25,0,379.191,-96.1277,364.06,,,,,,,,,,,,,,,,,,
26,0,382.552,-95.8714,364.146,,,,,,,,,,,,,,,,,,
27,0,386.063,-96.07,364.257,,,,,,,,,,,,,,,,,,
28,0,389.03,-96.3313,364.198,,,,,,,,,,,,,,,,,,
29,0,390.74,-96.7072,364.844,,,,,,,,,,,,,,,,,,
30,0,393.589,-97.9811,364.875,,,,,,,,,,,,,,,,,,
31,0,395.554,-99.4828,365.545,,,,,,,,,,,,,,,,,,
32,0,396.717,-101.099,365.712,,,,,,,,,,,,,,,,,,
33,0,398.26,-103.351,364.925,,,,,,,,,,,,,,,,,,
34,0,398.816,-105.639,364.276,,,,,,,,,,,,,,,,,,
35,0,398.951,-107.968,363.527,,,,,,,,,,,,,,,,,,
36,0,398.769,-110.502,363.203,,,,,,,,,,,,,,,,,,
37,0,398.422,-113.479,362.649,,,,,,,,,,,,,,,,,,
