Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,65.4432,-2.49577,424.454,,,,,,,,,,,,,,,,,,,,,
2,0,65.351,-2.47127,424.246,,,,,,,,,,,,,,,,,,,,,
3,0,65.2117,-2.25617,423.703,,,,,,,,,,,,,,,,,,,,,
4,0,64.7791,-1.79811,423.586,,,,,,,,,,,,,,,,,,,,,
5,0,64.6182,-1.52373,423.305,,,,,,,,,,,,,,,,,,,,,
6,0,64.2764,-1.14725,423.191,,,,,,,,,,,,,,,,,,,,,
7,0,63.8221,-0.740561,423.049,,,,,,,,,,,,,,,,,,,,,
8,0,63.402,-0.21736,422.854,,,,,,,,,,,,,,,,,,,,,
9,0,63.26,0.29942,422.804,,,,,,,,,,,,,,,,,,,,,
10,0,62.7775,1.13168,422.672,,,,,,,,,,,,,,,,,,,,,
11,0,62.3088,1.91137,422.646,,,,,,,,,,,,,,,,,,,,,
12,0,62.155,2.84384,421.959,,,,,,,,,,,,,,,,,,,,,
13,0,61.6874,3.88254,421.619,,,,,,,,,,,,,,,,,,,,,
14,0,61.3998,4.69765,421.435,,,,,,,,,,,,,,,,,,,,,
15,0,61.0308,5.39226,421.327,,,,,,,,,,,,,,,,,,,,,
16,0,60.0089,6.66288,421.753,,,,,,,,,,,,,,,,,,,,,
17,0,59.0611,7.71452,421.881,,,,,,,,,,,,,,,,,,,,,
18,0,58.7228,8.61543,421.421,,,,,,,,,,,,,,,,,,,,,
19,0,58.4596,9.45352,420.919,,,,,,,,,,,,,,,,,,,,,
20,0,57.9456,10.4343,420.334,,,,,,,,,,,,,,,,,,,,,
21,0,57.5236,11.1912,420.209,,,,,,,,,,,,,,,,,,,,,
22,0,56.801,12.2648,420.107,,,,,,,,,,,,,,,,,,,,,
23,0,56.4652,13.0282,419.843,,,,,,,,,,,,,,,,,,,,,
24,0,56.2877,13.6668,419.306,,,,,,,,,,,,,,,,,,,,,
25,0,55.6816,14.5777,418.725,,,,,,,,,,,,,,,,,,,,,
26,0,55.4268,15.3341,418.177,,,,,,,,,,,,,,,,,,,,,
27,0,54.7107,16.1008,417.995,,,,,,,,,,,,,,,,,,,,,
28,0,54.5591,16.4607,417.758,,,,,,,,,,,,,,,,,,,,,
29,0,54.2596,17.0533,417.446,,,,,,,,,,,,,,,,,,,,,
30,0,54.2515,17.4797,416.772,,,,,,,,,,,,,,,,,,,,,
31,0,53.9748,18.1595,416.168,,,,,,,,,,,,,,,,,,,,,
32,0,53.8176,18.5964,415.624,,,,,,,,,,,,,,,,,,,,,
33,0,53.5729,19.1067,415.326,,,,,,,,,,,,,,,,,,,,,
34,0,53.9107,19.1493,414.706,,,,,,,,,,,,,,,,,,,,,
35,0,53.7936,19.6006,414.268,,,,,,,,,,,,,,,,,,,,,
36,0,53.9841,20.0448,413.259,,,,,,,,,,,,,,,,,,,,,
37,0,53.8535,20.6018,412.541,,,,,,,,,,,,,,,,,,,,,
38,0,53.3453,21.2592,412.228,,,,,,,,,,,,,,,,,,,,,
39,0,52.999,21.6802,411.863,,,,,,,,,,,,,,,,,,,,,
40,0,52.8514,22.3723,410.961,,,,,,,,,,,,,,,,,,,,,
41,0,52.9723,23.0143,409.598,,,,,,,,,,,,,,,,,,,,,
42,0,51.9894,24.172,409.311,,,,,,,,,,,,,,,,,,,,,
43,0,51.2004,25.0223,408.893,,,,,,,,,,,,,,,,,,,,,
44,0,51.4296,26.0369,406.854,,,,,,,,,,,,,,,,,,,,,
45,0,50.6082,27.1554,406.204,,,,,,,,,,,,,,,,,,,,,
46,0,49.9621,28.3775,405.178,,,,,,,,,,,,,,,,,,,,,
47,0,49.2728,29.6688,404.008,,,,,,,,,,,,,,,,,,,,,
48,0,48.7042,30.7091,403.088,,,,,,,,,,,,,,,,,,,,,
49,0,48.454,31.9513,401.559,,,,,,,,,,,,,,,,,,,,,
50,0,47.6223,33.1836,400.987,,,,,,,,,,,,,,,,,,,,,
51,0,47.2834,34.407,399.591,,,,,,,,,,,,,,,,,,,,,
52,0,47.438,35.3861,398.175,,,,,,,,,,,,,,,,,,,,,
53,0,47.0474,36.4149,397.513,,,,,,,,,,,,,,,,,,,,,
54,0,47.102,37.6879,395.863,,,,,,,,,,,,,,,,,,,,,
55,0,47.2276,38.7031,395.092,,,,,,,,,,,,,,,,,,,,,
56,0,47.4766,39.9914,393.558,,,,,,,,,,,,,,,,,,,,,
57,0,47.4428,41.0793,393.056,,,,,,,,,,,,,,,,,,,,,
58,0,48.1701,42.2024,391.473,,,,,,,,,,,,,,,,,,,,,
59,0,48.7462,43.3003,390.634,,,,,,,,,,,,,,,,,,,,,
60,0,49.5293,44.5173,389.503,,,,,,,,,,,,,,,,,,,,,
61,0,50.8178,45.4993,388.173,,,,,,,,,,,,,,,,,,,,,
62,0,51.5247,46.82,387.377,,,,,,,,,,,,,,,,,,,,,
63,0,52.6605,48.3138,386.286,,,,,,,,,,,,,,,,,,,,,
64,0,54.1972,49.606,384.719,,,,,,,,,,,,,,,,,,,,,
65,0,55.362,51.069,384.157,,,,,,,,,,,,,,,,,,,,,
66,0,57.1068,52.5431,382.455,,,,,,,,,,,,,,,,,,,,,
67,0,58.1187,54.0837,382.122,,,,,,,,,,,,,,,,,,,,,
68,0,59.9818,55.6986,380.513,,,,,,,,,,,,,,,,,,,,,
69,0,61.6323,57.2834,379.244,,,,,,,,,,,,,,,,,,,,,
