Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,185.288,-46.0889,493.502,,,,,,,,,,,,,,,,,,
2,0,185.333,-45.703,493.541,,,,,,,,,,,,,,,,,,
3,0,185.475,-45.2023,493.349,,,,,,,,,,,,,,,,,,
4,0,185.341,-44.4159,493.113,,,,,,,,,,,,,,,,,,
5,0,185.013,-42.1846,492.872,,,,,,,,,,,,,,,,,,
6,0,185.383,-41.5922,492.538,,,,,,,,,,,,,,,,,,
7,0,185.534,-41.3287,492.415,,,,,,,,,,,,,,,,,,
8,0,185.754,-41.105,492.348,,,,,,,,,,,,,,,,,,
9,0,185.946,-40.7399,492.214,,,,,,,,,,,,,,,,,,
10,0,186.127,-40.4612,492.178,,,,,,,,,,,,,,,,,,
11,0,186.314,-40.0205,491.96,,,,,,,,,,,,,,,,,,
12,0,186.173,-39.2981,491.6,,,,,,,,,,,,,,,,,,
13,0,186.273,-38.8238,491.487,,,,,,,,,,,,,,,,,,
14,0,186.401,-38.236,491.034,,,,,,,,,,,,,,,,,,
15,0,186.56,-37.7422,490.884,,,,,,,,,,,,,,,,,,
16,0,186.566,-37.3437,490.837,,,,,,,,,,,,,,,,,,
17,0,186.492,-36.6829,490.69,,,,,,,,,,,,,,,,,,
18,0,186.479,-36.1348,490.586,,,,,,,,,,,,,,,,,,
19,0,186.886,-35.3678,490.109,,,,,,,,,,,,,,,,,,
20,0,186.989,-34.6534,489.915,,,,,,,,,,,,,,,,,,
21,0,186.955,-33.7528,489.669,,,,,,,,,,,,,,,,,,
22,0,186.813,-32.7391,489.779,,,,,,,,,,,,,,,,,,
23,0,186.61,-31.6023,489.999,,,,,,,,,,,,,,,,,,
24,0,186.504,-30.3453,490.012,,,,,,,,,,,,,,,,,,
25,0,186.455,-28.9078,489.984,,,,,,,,,,,,,,,,,,
26,0,187.038,-27.6448,489.73,,,,,,,,,,,,,,,,,,
27,0,187.907,-26.6961,490.019,,,,,,,,,,,,,,,,,,
28,0,188.594,-25.7941,490.312,,,,,,,,,,,,,,,,,,
29,0,189.56,-24.9907,490.569,,,,,,,,,,,,,,,,,,
30,0,190.658,-23.8251,490.324,,,,,,,,,,,,,,,,,,
31,0,191.382,-22.8303,490.656,,,,,,,,,,,,,,,,,,
32,0,192.343,-21.6096,490.49,,,,,,,,,,,,,,,,,,
