Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,283.239,87.514,410.922,,,,,,,,,,,,,,,,,,
2,0,283.224,87.2957,410.934,,,,,,,,,,,,,,,,,,
3,0,283.252,87.1532,410.955,,,,,,,,,,,,,,,,,,
4,0,283.21,86.9868,410.999,,,,,,,,,,,,,,,,,,
5,0,283.207,86.8206,411.03,,,,,,,,,,,,,,,,,,
6,0,283.244,86.7124,411.039,,,,,,,,,,,,,,,,,,
7,0,283.263,86.5436,411.048,,,,,,,,,,,,,,,,,,
8,0,283.315,86.4003,411.102,,,,,,,,,,,,,,,,,,
9,0,283.299,86.2539,411.187,,,,,,,,,,,,,,,,,,
10,0,283.332,86.0221,411.33,,,,,,,,,,,,,,,,,,
11,0,283.36,85.8837,411.314,,,,,,,,,,,,,,,,,,
12,0,283.279,85.7058,411.388,,,,,,,,,,,,,,,,,,
13,0,283.256,85.5254,411.432,,,,,,,,,,,,,,,,,,
14,0,283.093,85.4331,411.541,,,,,,,,,,,,,,,,,,
15,0,283.016,85.3299,411.526,,,,,,,,,,,,,,,,,,
16,0,282.926,85.2139,411.539,,,,,,,,,,,,,,,,,,
17,0,282.864,85.0542,411.469,,,,,,,,,,,,,,,,,,
18,0,282.815,84.86,411.431,,,,,,,,,,,,,,,,,,
19,0,282.749,84.6247,411.331,,,,,,,,,,,,,,,,,,
20,0,282.662,84.3834,411.246,,,,,,,,,,,,,,,,,,
21,0,282.572,84.1071,411.081,,,,,,,,,,,,,,,,,,
22,0,282.457,83.8572,410.965,,,,,,,,,,,,,,,,,,
23,0,282.294,83.6032,410.837,,,,,,,,,,,,,,,,,,
24,0,282.157,83.3245,410.634,,,,,,,,,,,,,,,,,,
25,0,282.037,83.0336,410.495,,,,,,,,,,,,,,,,,,
26,0,281.883,82.7673,410.299,,,,,,,,,,,,,,,,,,
27,0,281.744,82.4159,409.95,,,,,,,,,,,,,,,,,,
28,0,281.538,82.0302,409.492,,,,,,,,,,,,,,,,,,
29,0,281.147,81.6484,409.079,,,,,,,,,,,,,,,,,,
30,0,280.753,81.1091,408.585,,,,,,,,,,,,,,,,,,
31,0,280.366,80.4959,408.082,,,,,,,,,,,,,,,,,,
32,0,279.984,79.9214,407.524,,,,,,,,,,,,,,,,,,
33,0,279.489,79.2597,407.027,,,,,,,,,,,,,,,,,,
34,0,279.087,78.6208,406.458,,,,,,,,,,,,,,,,,,
35,0,278.856,77.9566,405.794,,,,,,,,,,,,,,,,,,
36,0,278.776,77.2694,405.078,,,,,,,,,,,,,,,,,,
