Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,278.126,165.207,414.103,,,,,,,,,,,,,,,,,,
2,0,278.354,165.151,413.828,,,,,,,,,,,,,,,,,,
3,0,278.467,165.043,413.613,,,,,,,,,,,,,,,,,,
4,0,278.555,164.943,413.386,,,,,,,,,,,,,,,,,,
5,0,278.607,164.944,413.075,,,,,,,,,,,,,,,,,,
6,0,278.509,164.915,412.823,,,,,,,,,,,,,,,,,,
7,0,278.447,164.925,412.682,,,,,,,,,,,,,,,,,,
8,0,278.418,164.913,412.505,,,,,,,,,,,,,,,,,,
9,0,278.393,164.814,412.371,,,,,,,,,,,,,,,,,,
10,0,278.701,164.789,411.74,,,,,,,,,,,,,,,,,,
11,0,278.645,164.588,411.47,,,,,,,,,,,,,,,,,,
12,0,278.684,164.356,411.028,,,,,,,,,,,,,,,,,,
13,0,278.709,164.141,410.725,,,,,,,,,,,,,,,,,,
14,0,278.614,163.864,410.421,,,,,,,,,,,,,,,,,,
15,0,278.58,163.655,410.232,,,,,,,,,,,,,,,,,,
16,0,278.755,163.383,409.808,,,,,,,,,,,,,,,,,,
17,0,278.845,163.214,409.541,,,,,,,,,,,,,,,,,,
18,0,278.855,162.994,409.323,,,,,,,,,,,,,,,,,,
19,0,278.819,162.85,409.093,,,,,,,,,,,,,,,,,,
20,0,278.966,162.737,408.549,,,,,,,,,,,,,,,,,,
21,0,279.007,162.606,408.18,,,,,,,,,,,,,,,,,,
22,0,279.138,162.394,407.815,,,,,,,,,,,,,,,,,,
23,0,279.274,162.185,407.498,,,,,,,,,,,,,,,,,,
24,0,279.336,162.203,407.376,,,,,,,,,,,,,,,,,,
25,0,279.683,162.258,406.992,,,,,,,,,,,,,,,,,,
26,0,279.746,162.477,406.808,,,,,,,,,,,,,,,,,,
27,0,280.547,162.577,405.889,,,,,,,,,,,,,,,,,,
28,0,280.829,162.621,405.684,,,,,,,,,,,,,,,,,,
29,0,280.863,162.651,405.549,,,,,,,,,,,,,,,,,,
30,0,280.83,162.618,405.332,,,,,,,,,,,,,,,,,,
