Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,185.137,123.11,340.363,,,,,,,,,,,,,,,,,,,,,
2,0,184.796,123.257,339.707,,,,,,,,,,,,,,,,,,,,,
3,0,183.659,123.783,339.324,,,,,,,,,,,,,,,,,,,,,
4,0,183.108,124.239,338.817,,,,,,,,,,,,,,,,,,,,,
5,0,182.458,124.49,337.507,,,,,,,,,,,,,,,,,,,,,
6,0,180.953,125.283,337.174,,,,,,,,,,,,,,,,,,,,,
7,0,179.751,126.054,336.512,,,,,,,,,,,,,,,,,,,,,
8,0,178.606,127.059,335.526,,,,,,,,,,,,,,,,,,,,,
9,0,177.337,128.084,334.588,,,,,,,,,,,,,,,,,,,,,
10,0,176.016,128.788,333.29,,,,,,,,,,,,,,,,,,,,,
11,0,174.405,130.13,331.985,,,,,,,,,,,,,,,,,,,,,
12,0,173.043,131.165,330.418,,,,,,,,,,,,,,,,,,,,,
13,0,171.189,132.38,329.292,,,,,,,,,,,,,,,,,,,,,
14,0,169.837,133.697,327.296,,,,,,,,,,,,,,,,,,,,,
15,0,167.884,134.754,326.155,,,,,,,,,,,,,,,,,,,,,
16,0,166.275,136.209,324.259,,,,,,,,,,,,,,,,,,,,,
17,0,165.085,137.187,322.51,,,,,,,,,,,,,,,,,,,,,
18,0,163.702,138.538,320.337,,,,,,,,,,,,,,,,,,,,,
19,0,162.823,139.708,318.539,,,,,,,,,,,,,,,,,,,,,
20,0,161.787,140.955,316.405,,,,,,,,,,,,,,,,,,,,,
21,0,161.083,142.188,313.911,,,,,,,,,,,,,,,,,,,,,
22,0,160.229,143.152,311.992,,,,,,,,,,,,,,,,,,,,,
23,0,159.711,144.42,309.376,,,,,,,,,,,,,,,,,,,,,
24,0,159.135,145.176,306.711,,,,,,,,,,,,,,,,,,,,,
25,0,159.095,145.766,303.788,,,,,,,,,,,,,,,,,,,,,
26,0,158.34,146.103,301.33,,,,,,,,,,,,,,,,,,,,,
27,0,158.546,146.463,297.821,,,,,,,,,,,,,,,,,,,,,
28,0,157.963,146.878,294.768,,,,,,,,,,,,,,,,,,,,,
29,0,157.233,146.947,291.901,,,,,,,,,,,,,,,,,,,,,
30,0,157.192,146.712,288.33,,,,,,,,,,,,,,,,,,,,,
31,0,156.693,146.805,284.758,,,,,,,,,,,,,,,,,,,,,
32,0,156.786,146.683,280.997,,,,,,,,,,,,,,,,,,,,,
33,0,155.941,146.742,277.43,,,,,,,,,,,,,,,,,,,,,
34,0,154.903,147.371,274.029,,,,,,,,,,,,,,,,,,,,,
35,0,154.633,147.952,269.681,,,,,,,,,,,,,,,,,,,,,
36,0,153.919,148.668,266.269,,,,,,,,,,,,,,,,,,,,,
37,0,152.644,150.395,262.027,,,,,,,,,,,,,,,,,,,,,
38,0,152.469,151.522,257.628,,,,,,,,,,,,,,,,,,,,,
39,0,151.808,153.287,253.218,,,,,,,,,,,,,,,,,,,,,
40,0,151.079,154.994,249.661,,,,,,,,,,,,,,,,,,,,,
41,0,150.318,156.904,245.751,,,,,,,,,,,,,,,,,,,,,
42,0,150.074,159.014,240.993,,,,,,,,,,,,,,,,,,,,,
43,0,150.005,160.998,236.437,,,,,,,,,,,,,,,,,,,,,
44,0,149.956,163.02,231.979,,,,,,,,,,,,,,,,,,,,,
45,0,150.84,165.141,226.353,,,,,,,,,,,,,,,,,,,,,
46,0,150.499,167.266,222.073,,,,,,,,,,,,,,,,,,,,,
47,0,151.119,169.682,216.42,,,,,,,,,,,,,,,,,,,,,
48,0,151.395,171.84,212.049,,,,,,,,,,,,,,,,,,,,,
49,0,151.964,174.183,206.641,,,,,,,,,,,,,,,,,,,,,
50,0,152.89,176.219,201.401,,,,,,,,,,,,,,,,,,,,,
51,0,153.512,178.233,196.592,,,,,,,,,,,,,,,,,,,,,
52,0,154.595,180.114,191.106,,,,,,,,,,,,,,,,,,,,,
53,0,155.293,181.927,186.342,,,,,,,,,,,,,,,,,,,,,
54,0,156.3,183.724,181.203,,,,,,,,,,,,,,,,,,,,,
55,0,157.299,185.172,176.381,,,,,,,,,,,,,,,,,,,,,
56,0,158.696,186.228,171.714,,,,,,,,,,,,,,,,,,,,,
57,0,160.053,187.257,166.941,,,,,,,,,,,,,,,,,,,,,
58,0,161.811,188.279,161.627,,,,,,,,,,,,,,,,,,,,,
59,0,162.487,189.079,157.708,,,,,,,,,,,,,,,,,,,,,
