Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,236.993,143.472,386.721,,,,,,,,,,,,,,,,,,,,,
2,0,237.019,143.393,386.752,,,,,,,,,,,,,,,,,,,,,
3,0,237.043,143.324,386.758,,,,,,,,,,,,,,,,,,,,,
4,0,236.999,143.281,386.799,,,,,,,,,,,,,,,,,,,,,
5,0,237.011,143.232,386.777,,,,,,,,,,,,,,,,,,,,,
6,0,236.927,143.005,386.668,,,,,,,,,,,,,,,,,,,,,
7,0,236.886,142.89,386.591,,,,,,,,,,,,,,,,,,,,,
8,0,236.816,142.679,386.513,,,,,,,,,,,,,,,,,,,,,
9,0,236.73,142.458,386.339,,,,,,,,,,,,,,,,,,,,,
10,0,236.649,142.243,386.189,,,,,,,,,,,,,,,,,,,,,
11,0,236.57,142.006,386.072,,,,,,,,,,,,,,,,,,,,,
12,0,236.479,141.766,385.902,,,,,,,,,,,,,,,,,,,,,
13,0,236.46,141.524,385.772,,,,,,,,,,,,,,,,,,,,,
14,0,236.386,141.222,385.575,,,,,,,,,,,,,,,,,,,,,
15,0,236.384,140.904,385.427,,,,,,,,,,,,,,,,,,,,,
16,0,236.355,140.577,385.187,,,,,,,,,,,,,,,,,,,,,
17,0,236.372,140.3,385.061,,,,,,,,,,,,,,,,,,,,,
18,0,236.374,140.001,384.87,,,,,,,,,,,,,,,,,,,,,
19,0,236.535,139.648,384.598,,,,,,,,,,,,,,,,,,,,,
20,0,237.452,138.861,383.868,,,,,,,,,,,,,,,,,,,,,
21,0,237.844,138.215,383.633,,,,,,,,,,,,,,,,,,,,,
22,0,237.864,137.81,383.392,,,,,,,,,,,,,,,,,,,,,
23,0,237.934,137.389,383.182,,,,,,,,,,,,,,,,,,,,,
24,0,238.256,136.878,382.702,,,,,,,,,,,,,,,,,,,,,
25,0,238.453,136.205,382.49,,,,,,,,,,,,,,,,,,,,,
26,0,238.46,135.618,382.134,,,,,,,,,,,,,,,,,,,,,
27,0,238.582,135.11,381.783,,,,,,,,,,,,,,,,,,,,,
28,0,238.983,134.509,381.193,,,,,,,,,,,,,,,,,,,,,
29,0,239.392,133.853,380.602,,,,,,,,,,,,,,,,,,,,,
30,0,239.608,133.307,380.211,,,,,,,,,,,,,,,,,,,,,
31,0,239.95,132.715,379.468,,,,,,,,,,,,,,,,,,,,,
32,0,240.135,132.134,378.914,,,,,,,,,,,,,,,,,,,,,
33,0,240.284,131.532,378.158,,,,,,,,,,,,,,,,,,,,,
34,0,240.529,130.917,377.353,,,,,,,,,,,,,,,,,,,,,
35,0,240.394,130.481,376.746,,,,,,,,,,,,,,,,,,,,,
36,0,240.732,129.882,375.548,,,,,,,,,,,,,,,,,,,,,
37,0,240.743,129.455,374.726,,,,,,,,,,,,,,,,,,,,,
38,0,241.044,128.98,373.794,,,,,,,,,,,,,,,,,,,,,
39,0,241.007,128.724,372.707,,,,,,,,,,,,,,,,,,,,,
40,0,240.48,128.708,371.625,,,,,,,,,,,,,,,,,,,,,
41,0,240.708,128.643,369.98,,,,,,,,,,,,,,,,,,,,,
42,0,240.224,128.706,368.963,,,,,,,,,,,,,,,,,,,,,
43,0,239.973,128.956,367.447,,,,,,,,,,,,,,,,,,,,,
44,0,239.93,129.413,365.785,,,,,,,,,,,,,,,,,,,,,
45,0,239.108,130.351,364.667,,,,,,,,,,,,,,,,,,,,,
46,0,238.673,131.471,363.007,,,,,,,,,,,,,,,,,,,,,
47,0,238.289,132.262,361.947,,,,,,,,,,,,,,,,,,,,,
48,0,238.484,133.184,360.077,,,,,,,,,,,,,,,,,,,,,
49,0,238.643,133.796,358.884,,,,,,,,,,,,,,,,,,,,,
50,0,239.165,134.587,357.154,,,,,,,,,,,,,,,,,,,,,
51,0,239.605,135.113,356.056,,,,,,,,,,,,,,,,,,,,,
52,0,240.577,135.52,354.538,,,,,,,,,,,,,,,,,,,,,
53,0,242.389,135.126,352.871,,,,,,,,,,,,,,,,,,,,,
54,0,243.245,135.218,351.692,,,,,,,,,,,,,,,,,,,,,
55,0,244.049,134.845,350.566,,,,,,,,,,,,,,,,,,,,,
56,0,245.76,133.254,348.884,,,,,,,,,,,,,,,,,,,,,
57,0,245.591,131.501,347.881,,,,,,,,,,,,,,,,,,,,,
58,0,244.984,128.527,347.138,,,,,,,,,,,,,,,,,,,,,
59,0,243.909,124.915,346.196,,,,,,,,,,,,,,,,,,,,,
60,0,242.601,120.523,345.115,,,,,,,,,,,,,,,,,,,,,
61,0,240.865,115.928,344.06,,,,,,,,,,,,,,,,,,,,,
62,0,239.297,111.125,343.293,,,,,,,,,,,,,,,,,,,,,
63,0,238.167,106.489,342.377,,,,,,,,,,,,,,,,,,,,,
64,0,237.172,102.439,341.935,,,,,,,,,,,,,,,,,,,,,
65,0,237.071,99.1854,341.053,,,,,,,,,,,,,,,,,,,,,
66,0,238.162,96.1723,340.21,,,,,,,,,,,,,,,,,,,,,
67,0,238.867,94.3047,339.661,,,,,,,,,,,,,,,,,,,,,
68,0,240.996,92.6286,338.733,,,,,,,,,,,,,,,,,,,,,
69,0,243.423,91.8161,337.425,,,,,,,,,,,,,,,,,,,,,
70,0,245.367,91.4215,337.083,,,,,,,,,,,,,,,,,,,,,
71,0,248.046,91.5069,336.103,,,,,,,,,,,,,,,,,,,,,
72,0,250.112,91.7978,334.991,,,,,,,,,,,,,,,,,,,,,
73,0,252.275,91.7587,334.645,,,,,,,,,,,,,,,,,,,,,
74,0,253.747,92.5141,334.03,,,,,,,,,,,,,,,,,,,,,
75,0,256.101,92.6588,332.921,,,,,,,,,,,,,,,,,,,,,
76,0,257.047,92.8427,332.896,,,,,,,,,,,,,,,,,,,,,
77,0,258.205,92.9997,332.278,,,,,,,,,,,,,,,,,,,,,
78,0,259.535,92.9056,331.19,,,,,,,,,,,,,,,,,,,,,
79,0,260.319,93.1596,330.67,,,,,,,,,,,,,,,,,,,,,
80,0,260.586,93.4013,330.43,,,,,,,,,,,,,,,,,,,,,
81,0,261.028,93.5793,330.249,,,,,,,,,,,,,,,,,,,,,
82,0,261.623,93.6072,329.865,,,,,,,,,,,,,,,,,,,,,
83,0,261.878,93.8257,329.468,,,,,,,,,,,,,,,,,,,,,
84,0,261.945,93.9904,329.282,,,,,,,,,,,,,,,,,,,,,
85,0,262.08,94.1121,328.798,,,,,,,,,,,,,,,,,,,,,
86,0,262.558,94.2803,328.374,,,,,,,,,,,,,,,,,,,,,
87,0,262.588,94.4168,328.173,,,,,,,,,,,,,,,,,,,,,
88,0,262.5,94.3808,327.742,,,,,,,,,,,,,,,,,,,,,
