Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,270.548,-77.5227,298.847,,,,,,,,,,,,,,,,,,
2,0,271.793,-76.8085,300.677,,,,,,,,,,,,,,,,,,
3,0,273.644,-76.4024,302.597,,,,,,,,,,,,,,,,,,
4,0,275.685,-76.0155,304.381,,,,,,,,,,,,,,,,,,
5,0,278.067,-75.7125,306.258,,,,,,,,,,,,,,,,,,
6,0,281.311,-75.5429,307.58,,,,,,,,,,,,,,,,,,
7,0,282.483,-74.8627,310.867,,,,,,,,,,,,,,,,,,
8,0,285.641,-74.6542,312.742,,,,,,,,,,,,,,,,,,
9,0,288.899,-74.3176,314.705,,,,,,,,,,,,,,,,,,
10,0,292.534,-73.8569,316.419,,,,,,,,,,,,,,,,,,
11,0,294.939,-73.1566,319.831,,,,,,,,,,,,,,,,,,
12,0,298.375,-72.3522,321.961,,,,,,,,,,,,,,,,,,
13,0,301.69,-71.259,324.018,,,,,,,,,,,,,,,,,,
14,0,305.283,-70.0668,326.255,,,,,,,,,,,,,,,,,,
15,0,308.949,-68.7127,328.297,,,,,,,,,,,,,,,,,,
16,0,312.743,-67.2579,330.437,,,,,,,,,,,,,,,,,,
17,0,316.68,-65.5282,332.387,,,,,,,,,,,,,,,,,,
18,0,320.624,-63.5879,334.296,,,,,,,,,,,,,,,,,,
19,0,324.376,-61.4685,336.176,,,,,,,,,,,,,,,,,,
20,0,328.734,-59.1252,336.915,,,,,,,,,,,,,,,,,,
21,0,332.691,-56.6427,338.303,,,,,,,,,,,,,,,,,,
22,0,336.248,-54.0625,340.021,,,,,,,,,,,,,,,,,,
23,0,340.912,-51.3312,340.435,,,,,,,,,,,,,,,,,,
24,0,344.03,-48.2803,341.89,,,,,,,,,,,,,,,,,,
25,0,347.6,-45.16,342.622,,,,,,,,,,,,,,,,,,
26,0,351.564,-42.3451,343.464,,,,,,,,,,,,,,,,,,
27,0,355.904,-39.4295,343.478,,,,,,,,,,,,,,,,,,
28,0,358.433,-36.3643,344.923,,,,,,,,,,,,,,,,,,
29,0,361.489,-33.3309,345.391,,,,,,,,,,,,,,,,,,
30,0,364.705,-30.8445,346.089,,,,,,,,,,,,,,,,,,
31,0,366.968,-27.8247,346.97,,,,,,,,,,,,,,,,,,
32,0,370.067,-25.6012,347.361,,,,,,,,,,,,,,,,,,
33,0,371.615,-23.3724,348.882,,,,,,,,,,,,,,,,,,
34,0,373.734,-21.7935,349.88,,,,,,,,,,,,,,,,,,
35,0,375.249,-20.3188,351.197,,,,,,,,,,,,,,,,,,
36,0,376.63,-19.2441,352.205,,,,,,,,,,,,,,,,,,
37,0,378.119,-18.8313,353.029,,,,,,,,,,,,,,,,,,
38,0,379.307,-18.9377,353.412,,,,,,,,,,,,,,,,,,
39,0,380.402,-19.6596,353.356,,,,,,,,,,,,,,,,,,
40,0,381.709,-20.8787,353.185,,,,,,,,,,,,,,,,,,
41,0,382.147,-22.0823,353.239,,,,,,,,,,,,,,,,,,
42,0,382.124,-23.7989,353.276,,,,,,,,,,,,,,,,,,
43,0,382.78,-26.3278,353.418,,,,,,,,,,,,,,,,,,
44,0,383.317,-29.147,352.769,,,,,,,,,,,,,,,,,,
45,0,383.092,-32.0954,352.373,,,,,,,,,,,,,,,,,,
46,0,382.608,-35.4246,352.548,,,,,,,,,,,,,,,,,,
47,0,381.901,-38.5425,352.03,,,,,,,,,,,,,,,,,,
48,0,381.61,-42.3682,351.791,,,,,,,,,,,,,,,,,,
49,0,380.956,-45.7797,350.895,,,,,,,,,,,,,,,,,,
50,0,380.037,-49.5656,350.908,,,,,,,,,,,,,,,,,,
51,0,378.912,-52.7791,350.163,,,,,,,,,,,,,,,,,,
52,0,377.825,-56.4915,350.038,,,,,,,,,,,,,,,,,,
53,0,376.336,-59.4884,349.223,,,,,,,,,,,,,,,,,,
54,0,375.233,-62.9153,349.186,,,,,,,,,,,,,,,,,,
55,0,373.918,-65.726,348.205,,,,,,,,,,,,,,,,,,
56,0,372.45,-68.3679,348.022,,,,,,,,,,,,,,,,,,
57,0,370.512,-70.7384,347.766,,,,,,,,,,,,,,,,,,
58,0,368.965,-72.7866,347.209,,,,,,,,,,,,,,,,,,
59,0,367.229,-74.7097,347.278,,,,,,,,,,,,,,,,,,
60,0,365.378,-76.2912,347.013,,,,,,,,,,,,,,,,,,
61,0,363.763,-77.452,346.751,,,,,,,,,,,,,,,,,,
62,0,362.442,-78.4904,345.8,,,,,,,,,,,,,,,,,,
63,0,360.047,-78.9092,346.084,,,,,,,,,,,,,,,,,,
64,0,358.576,-79.5415,346.038,,,,,,,,,,,,,,,,,,
65,0,356.497,-79.376,345.889,,,,,,,,,,,,,,,,,,
66,0,355.292,-79.2251,345.725,,,,,,,,,,,,,,,,,,
67,0,353.464,-78.4042,345.431,,,,,,,,,,,,,,,,,,
68,0,352.562,-77.6885,344.816,,,,,,,,,,,,,,,,,,
69,0,350.863,-76.2728,344.859,,,,,,,,,,,,,,,,,,
70,0,349.88,-74.8637,344.743,,,,,,,,,,,,,,,,,,
71,0,349.031,-73.2488,344.475,,,,,,,,,,,,,,,,,,
72,0,347.64,-70.937,344.444,,,,,,,,,,,,,,,,,,
73,0,347.756,-68.8068,343.767,,,,,,,,,,,,,,,,,,
