Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,67.4643,-77.1921,350.555,,,,,,,,,,,,,,,,,,
2,0,68.2686,-78.4685,350.249,,,,,,,,,,,,,,,,,,
3,0,68.8012,-79.4829,349.884,,,,,,,,,,,,,,,,,,
4,0,70.057,-80.7889,349.15,,,,,,,,,,,,,,,,,,
5,0,70.7757,-81.6595,348.916,,,,,,,,,,,,,,,,,,
6,0,70.6828,-82.984,348.123,,,,,,,,,,,,,,,,,,
7,0,71.2846,-83.7977,348.001,,,,,,,,,,,,,,,,,,
8,0,72.1717,-83.8181,348.358,,,,,,,,,,,,,,,,,,
9,0,72.8948,-84.3217,347.725,,,,,,,,,,,,,,,,,,
10,0,72.9843,-84.573,347.708,,,,,,,,,,,,,,,,,,
11,0,72.9297,-84.585,347.55,,,,,,,,,,,,,,,,,,
12,0,72.851,-84.5527,347.352,,,,,,,,,,,,,,,,,,
13,0,72.5766,-84.2725,347.205,,,,,,,,,,,,,,,,,,
14,0,72.2379,-83.9912,347.016,,,,,,,,,,,,,,,,,,
15,0,71.6151,-83.5514,347.11,,,,,,,,,,,,,,,,,,
16,0,70.7576,-83.2175,346.184,,,,,,,,,,,,,,,,,,
17,0,70.5819,-82.6491,345.616,,,,,,,,,,,,,,,,,,
18,0,69.7499,-81.2582,346.1,,,,,,,,,,,,,,,,,,
19,0,69.3261,-80.933,345.858,,,,,,,,,,,,,,,,,,
20,0,68.1261,-79.9102,345.582,,,,,,,,,,,,,,,,,,
21,0,67.4237,-79.3254,345.49,,,,,,,,,,,,,,,,,,
22,0,65.9471,-79.1689,344.891,,,,,,,,,,,,,,,,,,
23,0,65.1478,-78.0431,345.213,,,,,,,,,,,,,,,,,,
24,0,64.5322,-77.3272,344.316,,,,,,,,,,,,,,,,,,
25,0,63.6969,-76.5189,343.458,,,,,,,,,,,,,,,,,,
26,0,63.0114,-76.0951,342.899,,,,,,,,,,,,,,,,,,
27,0,61.6182,-76.0353,341.994,,,,,,,,,,,,,,,,,,
28,0,61.2819,-74.9989,342.115,,,,,,,,,,,,,,,,,,
29,0,60.0523,-74.6804,340.995,,,,,,,,,,,,,,,,,,
30,0,59.4202,-73.8795,339.446,,,,,,,,,,,,,,,,,,
31,0,58.9016,-72.9261,339.107,,,,,,,,,,,,,,,,,,
32,0,57.2807,-72.2221,338.849,,,,,,,,,,,,,,,,,,
33,0,55.6178,-71.8104,338.308,,,,,,,,,,,,,,,,,,
34,0,54.2704,-71.7557,336.271,,,,,,,,,,,,,,,,,,
35,0,53.0715,-70.774,335.391,,,,,,,,,,,,,,,,,,
36,0,51.0237,-71.2058,334.109,,,,,,,,,,,,,,,,,,
37,0,49.0025,-71.0403,333.302,,,,,,,,,,,,,,,,,,
38,0,47.464,-70.4334,332.764,,,,,,,,,,,,,,,,,,
39,0,45.1186,-70.3186,332.371,,,,,,,,,,,,,,,,,,
40,0,43.3546,-70.2456,331.288,,,,,,,,,,,,,,,,,,
41,0,41.5543,-69.7248,329.778,,,,,,,,,,,,,,,,,,
42,0,39.5527,-69.9921,328.464,,,,,,,,,,,,,,,,,,
43,0,38.4676,-69.2048,327.988,,,,,,,,,,,,,,,,,,
44,0,37.0642,-68.7454,327.085,,,,,,,,,,,,,,,,,,
45,0,35.3318,-67.9978,326.57,,,,,,,,,,,,,,,,,,
46,0,34.5888,-66.9903,324.827,,,,,,,,,,,,,,,,,,
47,0,32.997,-65.6108,324.485,,,,,,,,,,,,,,,,,,
48,0,31.7535,-63.9604,323.893,,,,,,,,,,,,,,,,,,
49,0,31.5246,-62.9715,321.433,,,,,,,,,,,,,,,,,,
50,0,30.8342,-60.1101,321.808,,,,,,,,,,,,,,,,,,
51,0,30.9146,-57.652,320.359,,,,,,,,,,,,,,,,,,
52,0,30.6812,-55.1064,319.851,,,,,,,,,,,,,,,,,,
53,0,30.8057,-52.1514,318.612,,,,,,,,,,,,,,,,,,
54,0,31.2694,-48.9846,317.464,,,,,,,,,,,,,,,,,,
55,0,32.5515,-45.69,315.988,,,,,,,,,,,,,,,,,,
56,0,33.1331,-41.9827,315.451,,,,,,,,,,,,,,,,,,
57,0,34.4308,-38.7186,313.961,,,,,,,,,,,,,,,,,,
