Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,1 8,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,129.959,99.0684,355.767,,,,,,,,,,,,,,,,,,,,,,,,
2,0,129.557,99.0651,355.376,,,,,,,,,,,,,,,,,,,,,,,,
3,0,129.165,99.05,355.059,,,,,,,,,,,,,,,,,,,,,,,,
4,0,128.632,99.1025,354.772,,,,,,,,,,,,,,,,,,,,,,,,
5,0,128.092,99.2028,354.438,,,,,,,,,,,,,,,,,,,,,,,,
6,0,127.583,99.4068,353.972,,,,,,,,,,,,,,,,,,,,,,,,
7,0,127.305,99.8029,353.104,,,,,,,,,,,,,,,,,,,,,,,,
8,0,127.023,100.198,352.784,,,,,,,,,,,,,,,,,,,,,,,,
9,0,126.294,101.114,352.223,,,,,,,,,,,,,,,,,,,,,,,,
10,0,125.771,101.822,352.048,,,,,,,,,,,,,,,,,,,,,,,,
11,0,125.536,102.314,351.72,,,,,,,,,,,,,,,,,,,,,,,,
12,0,124.784,103.171,351.568,,,,,,,,,,,,,,,,,,,,,,,,
13,0,124.904,103.723,350.725,,,,,,,,,,,,,,,,,,,,,,,,
14,0,124.742,104.452,350.091,,,,,,,,,,,,,,,,,,,,,,,,
15,0,124.455,105.237,349.634,,,,,,,,,,,,,,,,,,,,,,,,
16,0,124.021,105.722,349.436,,,,,,,,,,,,,,,,,,,,,,,,
17,0,123.997,106.185,348.738,,,,,,,,,,,,,,,,,,,,,,,,
18,0,124.108,106.759,347.79,,,,,,,,,,,,,,,,,,,,,,,,
19,0,124.512,107.031,346.796,,,,,,,,,,,,,,,,,,,,,,,,
