Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,186.338,227.762,420.795,,,,,,,,,,,,,,,,,,
2,0,184.388,229.267,420.29,,,,,,,,,,,,,,,,,,
3,0,182.193,230.719,419.743,,,,,,,,,,,,,,,,,,
4,0,180.455,231.842,418.897,,,,,,,,,,,,,,,,,,
5,0,178.684,232.888,418.118,,,,,,,,,,,,,,,,,,
6,0,176.55,233.77,417.46,,,,,,,,,,,,,,,,,,
7,0,175.277,234.387,416.164,,,,,,,,,,,,,,,,,,
8,0,173.496,234.9,415.33,,,,,,,,,,,,,,,,,,
9,0,172.339,235.221,414.126,,,,,,,,,,,,,,,,,,
10,0,171.031,235.448,413.015,,,,,,,,,,,,,,,,,,
11,0,169.611,235.646,411.724,,,,,,,,,,,,,,,,,,
12,0,168.627,235.604,410.536,,,,,,,,,,,,,,,,,,
13,0,167.211,235.668,409.245,,,,,,,,,,,,,,,,,,
14,0,165.878,235.632,408.114,,,,,,,,,,,,,,,,,,
15,0,164.69,235.499,406.766,,,,,,,,,,,,,,,,,,
16,0,163.113,235.801,405.489,,,,,,,,,,,,,,,,,,
17,0,161.784,235.738,404.522,,,,,,,,,,,,,,,,,,
18,0,160.24,235.973,403.381,,,,,,,,,,,,,,,,,,
19,0,158.866,236.158,402.267,,,,,,,,,,,,,,,,,,
20,0,157.838,236.352,401.063,,,,,,,,,,,,,,,,,,
21,0,156.519,236.727,399.923,,,,,,,,,,,,,,,,,,
22,0,155.583,236.898,398.879,,,,,,,,,,,,,,,,,,
23,0,154.595,237.435,397.715,,,,,,,,,,,,,,,,,,
24,0,153.706,238.161,396.382,,,,,,,,,,,,,,,,,,
25,0,153.075,238.633,395.42,,,,,,,,,,,,,,,,,,
26,0,152.646,239.284,394.284,,,,,,,,,,,,,,,,,,
27,0,152.475,240.08,392.982,,,,,,,,,,,,,,,,,,
28,0,151.713,240.989,392.376,,,,,,,,,,,,,,,,,,
29,0,151.383,241.996,391.4,,,,,,,,,,,,,,,,,,
30,0,151.296,242.948,390.389,,,,,,,,,,,,,,,,,,
31,0,151.179,243.793,389.859,,,,,,,,,,,,,,,,,,
32,0,150.948,244.907,388.99,,,,,,,,,,,,,,,,,,
33,0,150.802,245.995,388.216,,,,,,,,,,,,,,,,,,
34,0,150.185,246.902,387.891,,,,,,,,,,,,,,,,,,
35,0,149.947,247.788,387.321,,,,,,,,,,,,,,,,,,
36,0,149.834,248.409,386.927,,,,,,,,,,,,,,,,,,
37,0,149.853,248.863,386.477,,,,,,,,,,,,,,,,,,
38,0,150.058,249.2,385.9,,,,,,,,,,,,,,,,,,
39,0,150.209,249.354,385.735,,,,,,,,,,,,,,,,,,
40,0,150.565,249.33,385.357,,,,,,,,,,,,,,,,,,
41,0,151.165,249.29,384.893,,,,,,,,,,,,,,,,,,
42,0,151.988,248.993,384.559,,,,,,,,,,,,,,,,,,
43,0,152.765,248.782,384.09,,,,,,,,,,,,,,,,,,
44,0,153.537,248.508,383.691,,,,,,,,,,,,,,,,,,
45,0,154.829,247.991,383.135,,,,,,,,,,,,,,,,,,
46,0,156.002,247.514,382.636,,,,,,,,,,,,,,,,,,
47,0,157.114,246.93,382.363,,,,,,,,,,,,,,,,,,
48,0,158.716,246.135,382.049,,,,,,,,,,,,,,,,,,
49,0,159.703,245.653,381.756,,,,,,,,,,,,,,,,,,
50,0,161.207,244.913,381.463,,,,,,,,,,,,,,,,,,
51,0,162.44,244.361,381.287,,,,,,,,,,,,,,,,,,
52,0,163.739,243.688,381.082,,,,,,,,,,,,,,,,,,
53,0,165.294,242.886,380.921,,,,,,,,,,,,,,,,,,
54,0,166.529,242.234,380.711,,,,,,,,,,,,,,,,,,
55,0,168.024,241.42,380.574,,,,,,,,,,,,,,,,,,
56,0,169.197,240.801,380.433,,,,,,,,,,,,,,,,,,
57,0,170.666,239.994,380.357,,,,,,,,,,,,,,,,,,
58,0,171.654,239.63,380.265,,,,,,,,,,,,,,,,,,
59,0,172.87,239.207,380.096,,,,,,,,,,,,,,,,,,
60,0,174.265,238.751,379.957,,,,,,,,,,,,,,,,,,
61,0,175.145,238.567,379.843,,,,,,,,,,,,,,,,,,
62,0,176.38,238.355,379.671,,,,,,,,,,,,,,,,,,
63,0,177.364,238.166,379.539,,,,,,,,,,,,,,,,,,
64,0,178.22,238.038,379.376,,,,,,,,,,,,,,,,,,
65,0,178.768,238.08,379.397,,,,,,,,,,,,,,,,,,
66,0,179.811,237.952,379.107,,,,,,,,,,,,,,,,,,
67,0,180.582,237.931,378.988,,,,,,,,,,,,,,,,,,
68,0,181.101,238.157,378.811,,,,,,,,,,,,,,,,,,
