Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,212.469,89.4172,423.41,,,,,,,,,,,,,,,,,,
2,0,213.049,91.7894,423.064,,,,,,,,,,,,,,,,,,
3,0,213.957,93.9144,421.855,,,,,,,,,,,,,,,,,,
4,0,214.376,96.0579,421.577,,,,,,,,,,,,,,,,,,
5,0,215.327,97.8171,420.364,,,,,,,,,,,,,,,,,,
6,0,215.767,99.5652,419.792,,,,,,,,,,,,,,,,,,
7,0,216.705,101.306,418.952,,,,,,,,,,,,,,,,,,
8,0,217.145,102.825,418.315,,,,,,,,,,,,,,,,,,
9,0,218.098,104.383,417.269,,,,,,,,,,,,,,,,,,
10,0,218.937,105.635,416.839,,,,,,,,,,,,,,,,,,
11,0,220.56,107.313,415.477,,,,,,,,,,,,,,,,,,
12,0,221.512,108.675,415.173,,,,,,,,,,,,,,,,,,
13,0,223.117,110.286,414.13,,,,,,,,,,,,,,,,,,
14,0,224.318,112.006,413.687,,,,,,,,,,,,,,,,,,
15,0,226.646,113.445,412.748,,,,,,,,,,,,,,,,,,
16,0,228.262,115.149,412.42,,,,,,,,,,,,,,,,,,
17,0,230.036,116.727,411.819,,,,,,,,,,,,,,,,,,
18,0,231.805,117.94,411.745,,,,,,,,,,,,,,,,,,
19,0,233.324,119.524,411.137,,,,,,,,,,,,,,,,,,
20,0,235.419,120.529,410.504,,,,,,,,,,,,,,,,,,
21,0,237.727,122.332,410.135,,,,,,,,,,,,,,,,,,
22,0,239.575,124.096,410.051,,,,,,,,,,,,,,,,,,
23,0,241.854,125.803,409.654,,,,,,,,,,,,,,,,,,
24,0,243.733,127.641,409.696,,,,,,,,,,,,,,,,,,
25,0,246.304,128.978,409.2,,,,,,,,,,,,,,,,,,
26,0,248.122,130.633,408.903,,,,,,,,,,,,,,,,,,
27,0,249.659,131.702,409.071,,,,,,,,,,,,,,,,,,
28,0,251.385,132.843,408.655,,,,,,,,,,,,,,,,,,
29,0,252.776,133.899,408.508,,,,,,,,,,,,,,,,,,
30,0,253.915,134.86,408.714,,,,,,,,,,,,,,,,,,
31,0,255.623,135.769,408.472,,,,,,,,,,,,,,,,,,
