Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,1 7,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,147.157,186.021,364.409,,,,,,,,,,,,,,,,,,,,,
2,0,147.405,186.093,364.495,,,,,,,,,,,,,,,,,,,,,
3,0,148.032,185.971,364.367,,,,,,,,,,,,,,,,,,,,,
4,0,148.24,185.927,364.393,,,,,,,,,,,,,,,,,,,,,
5,0,148.386,185.881,364.355,,,,,,,,,,,,,,,,,,,,,
6,0,148.888,185.653,363.982,,,,,,,,,,,,,,,,,,,,,
7,0,148.939,185.445,363.879,,,,,,,,,,,,,,,,,,,,,
8,0,148.926,185.166,363.693,,,,,,,,,,,,,,,,,,,,,
9,0,149.311,184.733,363.352,,,,,,,,,,,,,,,,,,,,,
10,0,149.491,184.351,363.04,,,,,,,,,,,,,,,,,,,,,
11,0,149.536,184.148,362.95,,,,,,,,,,,,,,,,,,,,,
12,0,149.552,183.912,362.823,,,,,,,,,,,,,,,,,,,,,
13,0,149.557,183.634,362.626,,,,,,,,,,,,,,,,,,,,,
14,0,150.031,183.481,362.346,,,,,,,,,,,,,,,,,,,,,
15,0,150.095,183.244,362.119,,,,,,,,,,,,,,,,,,,,,
16,0,150.161,183.235,362.111,,,,,,,,,,,,,,,,,,,,,
17,0,150.328,183.102,361.819,,,,,,,,,,,,,,,,,,,,,
18,0,150.436,183.04,361.56,,,,,,,,,,,,,,,,,,,,,
19,0,150.858,183.048,361.272,,,,,,,,,,,,,,,,,,,,,
20,0,151.016,183.121,361.447,,,,,,,,,,,,,,,,,,,,,
21,0,151.1,183.247,361.478,,,,,,,,,,,,,,,,,,,,,
22,0,151.378,183.295,361.592,,,,,,,,,,,,,,,,,,,,,
23,0,151.757,183.367,361.401,,,,,,,,,,,,,,,,,,,,,
24,0,152.408,183.385,360.974,,,,,,,,,,,,,,,,,,,,,
25,0,153.074,183.514,360.601,,,,,,,,,,,,,,,,,,,,,
26,0,153.633,183.438,360.571,,,,,,,,,,,,,,,,,,,,,
27,0,153.861,183.567,360.689,,,,,,,,,,,,,,,,,,,,,
28,0,154.031,183.786,360.847,,,,,,,,,,,,,,,,,,,,,
29,0,154.419,183.853,361.132,,,,,,,,,,,,,,,,,,,,,
30,0,154.983,184.058,361.134,,,,,,,,,,,,,,,,,,,,,
31,0,155.292,184.333,361.445,,,,,,,,,,,,,,,,,,,,,
32,0,156.014,184.524,361.391,,,,,,,,,,,,,,,,,,,,,
33,0,157.034,184.552,361.395,,,,,,,,,,,,,,,,,,,,,
34,0,157.848,184.812,361.403,,,,,,,,,,,,,,,,,,,,,
35,0,158.45,185.172,361.456,,,,,,,,,,,,,,,,,,,,,
36,0,159.291,185.359,361.444,,,,,,,,,,,,,,,,,,,,,
37,0,159.93,185.754,361.72,,,,,,,,,,,,,,,,,,,,,
38,0,161.355,185.602,361.169,,,,,,,,,,,,,,,,,,,,,
39,0,162.035,185.699,361.029,,,,,,,,,,,,,,,,,,,,,
40,0,162.487,185.913,361.099,,,,,,,,,,,,,,,,,,,,,
41,0,163.063,185.958,361.039,,,,,,,,,,,,,,,,,,,,,
42,0,163.308,186.1,361.176,,,,,,,,,,,,,,,,,,,,,
43,0,164.147,185.912,360.882,,,,,,,,,,,,,,,,,,,,,
44,0,164.727,185.78,360.749,,,,,,,,,,,,,,,,,,,,,
45,0,165.019,185.675,360.795,,,,,,,,,,,,,,,,,,,,,
46,0,165.268,185.605,360.753,,,,,,,,,,,,,,,,,,,,,
47,0,165.315,185.516,360.715,,,,,,,,,,,,,,,,,,,,,
48,0,165.425,185.372,360.525,,,,,,,,,,,,,,,,,,,,,
49,0,165.557,185.157,360.334,,,,,,,,,,,,,,,,,,,,,
50,0,165.596,184.972,360.157,,,,,,,,,,,,,,,,,,,,,
51,0,165.579,184.73,359.974,,,,,,,,,,,,,,,,,,,,,
52,0,165.474,184.407,359.677,,,,,,,,,,,,,,,,,,,,,
53,0,165.342,183.965,359.34,,,,,,,,,,,,,,,,,,,,,
54,0,165.17,183.433,358.93,,,,,,,,,,,,,,,,,,,,,
55,0,164.911,182.813,358.404,,,,,,,,,,,,,,,,,,,,,
56,0,164.459,182.172,358.026,,,,,,,,,,,,,,,,,,,,,
57,0,164.02,181.239,357.504,,,,,,,,,,,,,,,,,,,,,
58,0,163.706,180.425,356.977,,,,,,,,,,,,,,,,,,,,,
59,0,163.327,179.36,356.319,,,,,,,,,,,,,,,,,,,,,
60,0,162.467,178.204,355.901,,,,,,,,,,,,,,,,,,,,,
61,0,161.358,177.119,356.173,,,,,,,,,,,,,,,,,,,,,
62,0,160.66,175.87,355.799,,,,,,,,,,,,,,,,,,,,,
63,0,160.29,174.38,355.409,,,,,,,,,,,,,,,,,,,,,
64,0,160.477,172.871,354.554,,,,,,,,,,,,,,,,,,,,,
65,0,160.306,171.469,353.948,,,,,,,,,,,,,,,,,,,,,
66,0,160.506,169.792,353.475,,,,,,,,,,,,,,,,,,,,,
67,0,160.415,168.464,353.261,,,,,,,,,,,,,,,,,,,,,
68,0,160.295,167.033,352.912,,,,,,,,,,,,,,,,,,,,,
69,0,160.688,165.233,352.904,,,,,,,,,,,,,,,,,,,,,
70,0,161.303,163.844,352.456,,,,,,,,,,,,,,,,,,,,,
71,0,161.923,162.376,351.96,,,,,,,,,,,,,,,,,,,,,
72,0,162.194,161.124,351.747,,,,,,,,,,,,,,,,,,,,,
73,0,162.77,160.03,351.17,,,,,,,,,,,,,,,,,,,,,
74,0,163.671,158.562,350.579,,,,,,,,,,,,,,,,,,,,,
75,0,163.994,157.349,350.443,,,,,,,,,,,,,,,,,,,,,
76,0,163.938,156.462,350.498,,,,,,,,,,,,,,,,,,,,,
77,0,163.985,155.643,350.464,,,,,,,,,,,,,,,,,,,,,
78,0,164.32,154.403,350.658,,,,,,,,,,,,,,,,,,,,,
79,0,164.925,153.213,350.237,,,,,,,,,,,,,,,,,,,,,
80,0,164.791,152.438,350.287,,,,,,,,,,,,,,,,,,,,,
81,0,164.793,151.816,350.026,,,,,,,,,,,,,,,,,,,,,
82,0,164.969,151.009,349.809,,,,,,,,,,,,,,,,,,,,,
83,0,164.839,150.298,349.572,,,,,,,,,,,,,,,,,,,,,
84,0,164.826,149.653,349.435,,,,,,,,,,,,,,,,,,,,,
85,0,164.72,149.105,349.258,,,,,,,,,,,,,,,,,,,,,
86,0,164.651,148.685,349.173,,,,,,,,,,,,,,,,,,,,,
87,0,164.513,148.302,349.047,,,,,,,,,,,,,,,,,,,,,
88,0,163.912,148.092,349.436,,,,,,,,,,,,,,,,,,,,,
89,0,163.77,147.726,349.513,,,,,,,,,,,,,,,,,,,,,
90,0,163.376,147.544,349.907,,,,,,,,,,,,,,,,,,,,,
91,0,163.09,147.384,350.075,,,,,,,,,,,,,,,,,,,,,
92,0,162.921,147.17,350.218,,,,,,,,,,,,,,,,,,,,,
93,0,162.899,147.161,350.272,,,,,,,,,,,,,,,,,,,,,
94,0,162.906,147.17,350.309,,,,,,,,,,,,,,,,,,,,,
95,0,162.939,147.339,350.472,,,,,,,,,,,,,,,,,,,,,
96,0,162.982,147.412,350.52,,,,,,,,,,,,,,,,,,,,,
97,0,163.045,147.762,350.704,,,,,,,,,,,,,,,,,,,,,
98,0,163.074,148.007,350.855,,,,,,,,,,,,,,,,,,,,,
99,0,163.197,148.348,350.827,,,,,,,,,,,,,,,,,,,,,
100,0,163.442,148.649,350.971,,,,,,,,,,,,,,,,,,,,,
101,0,163.543,149.032,351.115,,,,,,,,,,,,,,,,,,,,,
102,0,163.691,149.403,351.233,,,,,,,,,,,,,,,,,,,,,
103,0,163.832,149.865,350.935,,,,,,,,,,,,,,,,,,,,,
104,0,163.735,150.302,350.741,,,,,,,,,,,,,,,,,,,,,
105,0,163.254,150.915,350.605,,,,,,,,,,,,,,,,,,,,,
106,0,162.731,151.503,350.605,,,,,,,,,,,,,,,,,,,,,
107,0,162.255,151.907,350.548,,,,,,,,,,,,,,,,,,,,,
108,0,161.76,152.33,350.234,,,,,,,,,,,,,,,,,,,,,
109,0,160.321,153.535,350.763,,,,,,,,,,,,,,,,,,,,,
110,0,159.538,153.712,350.604,,,,,,,,,,,,,,,,,,,,,
111,0,158.426,154.602,350.487,,,,,,,,,,,,,,,,,,,,,
112,0,157.009,155.626,350.912,,,,,,,,,,,,,,,,,,,,,
113,0,156.434,156.448,350.846,,,,,,,,,,,,,,,,,,,,,
114,0,155.527,157.5,351.038,,,,,,,,,,,,,,,,,,,,,
115,0,154.48,158.424,351.278,,,,,,,,,,,,,,,,,,,,,
116,0,153.531,159.495,351.325,,,,,,,,,,,,,,,,,,,,,
117,0,152.995,160.478,351.505,,,,,,,,,,,,,,,,,,,,,
118,0,152.065,161.556,351.737,,,,,,,,,,,,,,,,,,,,,
119,0,151.779,162.445,351.531,,,,,,,,,,,,,,,,,,,,,
120,0,151.681,162.91,351.548,,,,,,,,,,,,,,,,,,,,,
121,0,151.704,163.253,351.623,,,,,,,,,,,,,,,,,,,,,
122,0,151.955,163.52,351.477,,,,,,,,,,,,,,,,,,,,,
123,0,152.172,163.682,351.456,,,,,,,,,,,,,,,,,,,,,
124,0,152.547,163.832,351.514,,,,,,,,,,,,,,,,,,,,,
125,0,152.981,163.773,351.348,,,,,,,,,,,,,,,,,,,,,
126,0,153.718,163.539,351.104,,,,,,,,,,,,,,,,,,,,,
127,0,154.21,163.388,351.172,,,,,,,,,,,,,,,,,,,,,
128,0,154.648,163.103,351.158,,,,,,,,,,,,,,,,,,,,,
129,0,154.828,162.918,351.205,,,,,,,,,,,,,,,,,,,,,
130,0,155.39,162.637,351.045,,,,,,,,,,,,,,,,,,,,,
131,0,155.593,162.662,351.177,,,,,,,,,,,,,,,,,,,,,
132,0,155.703,162.763,351.283,,,,,,,,,,,,,,,,,,,,,
133,0,155.955,162.737,351.183,,,,,,,,,,,,,,,,,,,,,
134,0,156.322,162.694,350.958,,,,,,,,,,,,,,,,,,,,,
135,0,156.383,162.735,350.886,,,,,,,,,,,,,,,,,,,,,
136,0,156.396,162.943,350.921,,,,,,,,,,,,,,,,,,,,,
137,0,156.393,163.021,350.815,,,,,,,,,,,,,,,,,,,,,
138,0,156.252,163.185,350.817,,,,,,,,,,,,,,,,,,,,,
139,0,156.183,163.105,350.733,,,,,,,,,,,,,,,,,,,,,
140,0,155.59,163.084,350.87,,,,,,,,,,,,,,,,,,,,,
141,0,155.158,162.878,350.506,,,,,,,,,,,,,,,,,,,,,
142,0,154.837,162.776,350.163,,,,,,,,,,,,,,,,,,,,,
143,0,154.35,162.528,350.087,,,,,,,,,,,,,,,,,,,,,
144,0,153.979,162.268,349.904,,,,,,,,,,,,,,,,,,,,,
145,0,153.889,162.051,349.706,,,,,,,,,,,,,,,,,,,,,
146,0,153.845,161.842,349.512,,,,,,,,,,,,,,,,,,,,,
147,0,154.34,161.688,349.193,,,,,,,,,,,,,,,,,,,,,
148,0,154.533,161.741,349.194,,,,,,,,,,,,,,,,,,,,,
149,0,155.242,161.904,348.393,,,,,,,,,,,,,,,,,,,,,
150,0,155.508,162.286,348.332,,,,,,,,,,,,,,,,,,,,,
151,0,156.407,162.532,347.751,,,,,,,,,,,,,,,,,,,,,
152,0,157.087,162.724,347.302,,,,,,,,,,,,,,,,,,,,,
153,0,157.198,163.029,347.264,,,,,,,,,,,,,,,,,,,,,
154,0,157.28,163.426,347.242,,,,,,,,,,,,,,,,,,,,,
155,0,157.792,163.751,347.028,,,,,,,,,,,,,,,,,,,,,
156,0,157.96,164.351,346.9,,,,,,,,,,,,,,,,,,,,,
157,0,158.973,164.883,346.14,,,,,,,,,,,,,,,,,,,,,
158,0,159.424,165.615,345.945,,,,,,,,,,,,,,,,,,,,,
159,0,159.612,166.262,346.083,,,,,,,,,,,,,,,,,,,,,
160,0,160.093,166.914,345.969,,,,,,,,,,,,,,,,,,,,,
161,0,160.417,167.689,345.639,,,,,,,,,,,,,,,,,,,,,
162,0,160.977,168.208,345.228,,,,,,,,,,,,,,,,,,,,,
163,0,161.329,168.871,345.082,,,,,,,,,,,,,,,,,,,,,
164,0,161.665,169.311,344.897,,,,,,,,,,,,,,,,,,,,,
165,0,161.789,169.738,344.866,,,,,,,,,,,,,,,,,,,,,
166,0,161.736,170.616,344.932,,,,,,,,,,,,,,,,,,,,,
167,0,162.036,171.496,344.362,,,,,,,,,,,,,,,,,,,,,
168,0,162.422,172.339,344.114,,,,,,,,,,,,,,,,,,,,,
169,0,162.66,173.109,343.83,,,,,,,,,,,,,,,,,,,,,
170,0,162.645,174.305,343.899,,,,,,,,,,,,,,,,,,,,,
171,0,162.817,175.435,343.868,,,,,,,,,,,,,,,,,,,,,
172,0,163.11,176.448,343.486,,,,,,,,,,,,,,,,,,,,,
173,0,163.708,177.715,343.078,,,,,,,,,,,,,,,,,,,,,
174,0,163.546,179.045,343.241,,,,,,,,,,,,,,,,,,,,,
175,0,163.613,180.046,343.509,,,,,,,,,,,,,,,,,,,,,
176,0,163.806,181.175,343.736,,,,,,,,,,,,,,,,,,,,,
177,0,164.055,182.264,343.784,,,,,,,,,,,,,,,,,,,,,
178,0,164.556,183.227,343.414,,,,,,,,,,,,,,,,,,,,,
179,0,165.426,183.83,342.995,,,,,,,,,,,,,,,,,,,,,
180,0,165.567,184.661,343.313,,,,,,,,,,,,,,,,,,,,,
181,0,165.752,185.551,343.728,,,,,,,,,,,,,,,,,,,,,
182,0,166.081,186.154,343.849,,,,,,,,,,,,,,,,,,,,,
