Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,253.068,-85.9301,401.717,,,,,,,,,,,,,,,,,,
2,0,252.944,-86.2377,401.515,,,,,,,,,,,,,,,,,,
3,0,252.836,-86.5406,401.362,,,,,,,,,,,,,,,,,,
4,0,252.715,-86.8393,401.131,,,,,,,,,,,,,,,,,,
5,0,252.563,-87.0255,400.966,,,,,,,,,,,,,,,,,,
6,0,252.416,-87.2334,400.787,,,,,,,,,,,,,,,,,,
7,0,252.254,-87.3869,400.655,,,,,,,,,,,,,,,,,,
8,0,252.083,-87.5239,400.512,,,,,,,,,,,,,,,,,,
9,0,251.955,-87.6595,400.371,,,,,,,,,,,,,,,,,,
10,0,251.728,-87.8421,400.299,,,,,,,,,,,,,,,,,,
11,0,251.449,-88.0708,400.219,,,,,,,,,,,,,,,,,,
12,0,251.358,-88.4246,400.036,,,,,,,,,,,,,,,,,,
13,0,251.219,-88.7858,399.753,,,,,,,,,,,,,,,,,,
14,0,250.961,-89.0731,399.674,,,,,,,,,,,,,,,,,,
15,0,250.61,-89.3078,399.648,,,,,,,,,,,,,,,,,,
16,0,250.244,-89.5412,399.706,,,,,,,,,,,,,,,,,,
17,0,249.832,-89.7119,399.902,,,,,,,,,,,,,,,,,,
18,0,249.586,-89.9568,399.783,,,,,,,,,,,,,,,,,,
19,0,249.346,-90.1034,399.778,,,,,,,,,,,,,,,,,,
20,0,249.171,-90.3694,399.662,,,,,,,,,,,,,,,,,,
21,0,249.125,-90.6307,399.405,,,,,,,,,,,,,,,,,,
22,0,249.009,-90.9378,399.297,,,,,,,,,,,,,,,,,,
23,0,248.891,-91.2467,399.037,,,,,,,,,,,,,,,,,,
24,0,248.806,-91.5558,398.84,,,,,,,,,,,,,,,,,,
25,0,248.659,-91.9581,398.515,,,,,,,,,,,,,,,,,,
26,0,248.505,-92.264,398.296,,,,,,,,,,,,,,,,,,
27,0,248.41,-92.5306,398.079,,,,,,,,,,,,,,,,,,
28,0,248.245,-92.9048,397.649,,,,,,,,,,,,,,,,,,
29,0,248.055,-93.2208,397.324,,,,,,,,,,,,,,,,,,
30,0,247.871,-93.5634,396.992,,,,,,,,,,,,,,,,,,
31,0,247.688,-93.9218,396.594,,,,,,,,,,,,,,,,,,
32,0,247.436,-94.2224,396.218,,,,,,,,,,,,,,,,,,
33,0,247.212,-94.544,395.793,,,,,,,,,,,,,,,,,,
34,0,247.104,-94.9383,395.125,,,,,,,,,,,,,,,,,,
35,0,246.85,-95.2208,394.535,,,,,,,,,,,,,,,,,,
36,0,246.39,-95.3778,394.229,,,,,,,,,,,,,,,,,,
37,0,245.797,-95.5265,393.955,,,,,,,,,,,,,,,,,,
38,0,245.545,-95.9508,393.461,,,,,,,,,,,,,,,,,,
39,0,245.05,-96.1925,393.215,,,,,,,,,,,,,,,,,,
40,0,244.759,-96.5172,392.841,,,,,,,,,,,,,,,,,,
41,0,244.536,-96.9899,392.298,,,,,,,,,,,,,,,,,,
42,0,244.358,-97.3302,391.842,,,,,,,,,,,,,,,,,,
43,0,244.102,-97.705,391.366,,,,,,,,,,,,,,,,,,
44,0,243.974,-97.9334,390.947,,,,,,,,,,,,,,,,,,
45,0,243.742,-98.1564,390.566,,,,,,,,,,,,,,,,,,
46,0,243.498,-98.2666,390.257,,,,,,,,,,,,,,,,,,
47,0,243.499,-98.1975,389.666,,,,,,,,,,,,,,,,,,
48,0,243.469,-98.313,389.101,,,,,,,,,,,,,,,,,,
49,0,243.463,-98.3879,388.581,,,,,,,,,,,,,,,,,,
50,0,243.49,-98.473,388.058,,,,,,,,,,,,,,,,,,
51,0,243.917,-98.7467,387.254,,,,,,,,,,,,,,,,,,
52,0,244.103,-99.0682,386.703,,,,,,,,,,,,,,,,,,
53,0,244.161,-99.2421,386.365,,,,,,,,,,,,,,,,,,
54,0,244.179,-99.2163,386.245,,,,,,,,,,,,,,,,,,
55,0,244.144,-99.1832,386.057,,,,,,,,,,,,,,,,,,
56,0,244.209,-99.0988,385.951,,,,,,,,,,,,,,,,,,
57,0,244.237,-98.9582,385.834,,,,,,,,,,,,,,,,,,
58,0,244.65,-98.8752,385.313,,,,,,,,,,,,,,,,,,
59,0,244.663,-98.5411,385.074,,,,,,,,,,,,,,,,,,
60,0,244.85,-98.1537,384.534,,,,,,,,,,,,,,,,,,
61,0,245.36,-97.9296,383.717,,,,,,,,,,,,,,,,,,
62,0,245.029,-97.4251,383.836,,,,,,,,,,,,,,,,,,
63,0,244.976,-97.0157,383.715,,,,,,,,,,,,,,,,,,
64,0,244.908,-96.5959,383.588,,,,,,,,,,,,,,,,,,
65,0,244.72,-96.2073,383.401,,,,,,,,,,,,,,,,,,
66,0,244.393,-95.6756,383.288,,,,,,,,,,,,,,,,,,
67,0,244.128,-95.0515,383.044,,,,,,,,,,,,,,,,,,
68,0,244.272,-94.5275,382.69,,,,,,,,,,,,,,,,,,
69,0,244.155,-93.8538,382.585,,,,,,,,,,,,,,,,,,
70,0,243.593,-92.7585,382.367,,,,,,,,,,,,,,,,,,
71,0,243.21,-91.6982,382.561,,,,,,,,,,,,,,,,,,
72,0,243.035,-90.6934,382.699,,,,,,,,,,,,,,,,,,
73,0,242.809,-89.5483,382.947,,,,,,,,,,,,,,,,,,
74,0,242.595,-88.2233,382.842,,,,,,,,,,,,,,,,,,
75,0,242.771,-87.1288,382.327,,,,,,,,,,,,,,,,,,
76,0,242.828,-86.0196,382.132,,,,,,,,,,,,,,,,,,
77,0,241.978,-84.5716,382.396,,,,,,,,,,,,,,,,,,
78,0,241.494,-83.513,382.525,,,,,,,,,,,,,,,,,,
79,0,240.784,-82.5193,382.804,,,,,,,,,,,,,,,,,,
80,0,240.359,-81.4982,382.81,,,,,,,,,,,,,,,,,,
81,0,239.916,-80.3015,382.864,,,,,,,,,,,,,,,,,,
82,0,239.467,-78.8827,382.326,,,,,,,,,,,,,,,,,,
83,0,239.06,-77.8056,382.318,,,,,,,,,,,,,,,,,,
84,0,238.947,-76.7469,382.419,,,,,,,,,,,,,,,,,,
85,0,238.32,-75.4765,382.614,,,,,,,,,,,,,,,,,,
86,0,237.994,-74.4861,382.564,,,,,,,,,,,,,,,,,,
87,0,237.682,-73.4615,382.528,,,,,,,,,,,,,,,,,,
88,0,236.988,-72.0055,382.404,,,,,,,,,,,,,,,,,,
89,0,237.067,-71.1924,382.102,,,,,,,,,,,,,,,,,,
90,0,236.918,-70.5107,382.002,,,,,,,,,,,,,,,,,,
91,0,236.699,-69.6151,382.099,,,,,,,,,,,,,,,,,,
92,0,236.341,-68.7024,382.169,,,,,,,,,,,,,,,,,,
93,0,236.255,-67.9785,382.149,,,,,,,,,,,,,,,,,,
94,0,236.028,-67.3562,381.996,,,,,,,,,,,,,,,,,,
95,0,235.574,-66.6998,382.016,,,,,,,,,,,,,,,,,,
96,0,235.201,-66.1027,381.841,,,,,,,,,,,,,,,,,,
97,0,235.108,-65.7421,381.628,,,,,,,,,,,,,,,,,,
98,0,235.008,-65.4972,381.61,,,,,,,,,,,,,,,,,,
99,0,235.003,-65.3143,381.41,,,,,,,,,,,,,,,,,,
100,0,235.074,-65.1863,381.205,,,,,,,,,,,,,,,,,,
101,0,234.993,-65.1368,381.116,,,,,,,,,,,,,,,,,,
102,0,234.9,-65.1363,381.003,,,,,,,,,,,,,,,,,,
103,0,234.738,-65.2169,380.808,,,,,,,,,,,,,,,,,,
104,0,234.622,-65.326,380.669,,,,,,,,,,,,,,,,,,
105,0,234.465,-65.4046,380.567,,,,,,,,,,,,,,,,,,
106,0,233.955,-65.2925,380.554,,,,,,,,,,,,,,,,,,
107,0,233.369,-65.1058,380.439,,,,,,,,,,,,,,,,,,
108,0,233.04,-65.0798,380.478,,,,,,,,,,,,,,,,,,
109,0,231.909,-64.7155,381.015,,,,,,,,,,,,,,,,,,
110,0,231.694,-64.5742,381.053,,,,,,,,,,,,,,,,,,
111,0,231.579,-64.3804,380.955,,,,,,,,,,,,,,,,,,
112,0,231.446,-64.0447,380.873,,,,,,,,,,,,,,,,,,
113,0,231.26,-63.6852,380.858,,,,,,,,,,,,,,,,,,
114,0,230.268,-62.8533,381.071,,,,,,,,,,,,,,,,,,
115,0,229.299,-62.2458,381.601,,,,,,,,,,,,,,,,,,
116,0,228.761,-61.8516,381.766,,,,,,,,,,,,,,,,,,
117,0,228.479,-61.6288,381.837,,,,,,,,,,,,,,,,,,
118,0,228.038,-61.4373,381.797,,,,,,,,,,,,,,,,,,
119,0,226.445,-60.7198,382.72,,,,,,,,,,,,,,,,,,
120,0,225.5,-60.3782,382.91,,,,,,,,,,,,,,,,,,
121,0,225.084,-60.2842,382.861,,,,,,,,,,,,,,,,,,
122,0,224.163,-60.0623,383.348,,,,,,,,,,,,,,,,,,
123,0,223.404,-59.8394,383.444,,,,,,,,,,,,,,,,,,
124,0,222.44,-59.6024,383.77,,,,,,,,,,,,,,,,,,
125,0,221.854,-59.371,383.704,,,,,,,,,,,,,,,,,,
126,0,221.015,-59.1959,383.889,,,,,,,,,,,,,,,,,,
127,0,220.374,-59.0722,383.939,,,,,,,,,,,,,,,,,,
128,0,219.346,-58.8159,384.088,,,,,,,,,,,,,,,,,,
129,0,218.901,-58.9539,383.885,,,,,,,,,,,,,,,,,,
130,0,217.992,-58.8858,383.851,,,,,,,,,,,,,,,,,,
131,0,217.048,-58.7681,383.844,,,,,,,,,,,,,,,,,,
132,0,216.573,-58.8776,383.73,,,,,,,,,,,,,,,,,,
133,0,215.612,-58.918,383.549,,,,,,,,,,,,,,,,,,
134,0,214.856,-58.9942,383.603,,,,,,,,,,,,,,,,,,
135,0,214.187,-59.0692,383.526,,,,,,,,,,,,,,,,,,
136,0,213.655,-59.1793,383.099,,,,,,,,,,,,,,,,,,
137,0,213.059,-59.198,382.849,,,,,,,,,,,,,,,,,,
138,0,212.466,-59.202,382.789,,,,,,,,,,,,,,,,,,
139,0,211.473,-59.1689,383.041,,,,,,,,,,,,,,,,,,
140,0,210.857,-59.1833,383.097,,,,,,,,,,,,,,,,,,
141,0,210.647,-59.2131,382.944,,,,,,,,,,,,,,,,,,
142,0,210.485,-59.2354,382.811,,,,,,,,,,,,,,,,,,
143,0,210.41,-59.2317,382.652,,,,,,,,,,,,,,,,,,
144,0,210.243,-59.2814,382.559,,,,,,,,,,,,,,,,,,
145,0,209.947,-59.1482,382.542,,,,,,,,,,,,,,,,,,
146,0,209.72,-59.021,382.409,,,,,,,,,,,,,,,,,,
147,0,209.206,-58.7191,382.481,,,,,,,,,,,,,,,,,,
148,0,209.098,-58.5695,382.467,,,,,,,,,,,,,,,,,,
149,0,209.088,-58.3268,382.511,,,,,,,,,,,,,,,,,,
150,0,208.994,-57.8425,382.719,,,,,,,,,,,,,,,,,,
151,0,208.861,-57.0537,383.11,,,,,,,,,,,,,,,,,,
152,0,208.957,-56.1955,383.341,,,,,,,,,,,,,,,,,,
153,0,209.008,-55.2964,383.572,,,,,,,,,,,,,,,,,,
154,0,209.081,-54.0742,383.658,,,,,,,,,,,,,,,,,,
155,0,209.235,-52.6061,383.625,,,,,,,,,,,,,,,,,,
156,0,209.569,-51.3883,383.598,,,,,,,,,,,,,,,,,,
157,0,209.742,-50.297,383.862,,,,,,,,,,,,,,,,,,
158,0,209.888,-48.9238,383.876,,,,,,,,,,,,,,,,,,
159,0,209.833,-47.6515,384.014,,,,,,,,,,,,,,,,,,
160,0,210.108,-46.5439,383.841,,,,,,,,,,,,,,,,,,
161,0,210.607,-45.3428,383.347,,,,,,,,,,,,,,,,,,
162,0,209.974,-43.9755,383.486,,,,,,,,,,,,,,,,,,
163,0,209.762,-42.9665,383.817,,,,,,,,,,,,,,,,,,
164,0,209.639,-41.7854,384.133,,,,,,,,,,,,,,,,,,
165,0,209.652,-40.6602,384.276,,,,,,,,,,,,,,,,,,
166,0,209.54,-39.3783,383.855,,,,,,,,,,,,,,,,,,
167,0,209.841,-38.2685,383.67,,,,,,,,,,,,,,,,,,
168,0,209.75,-36.8974,383.866,,,,,,,,,,,,,,,,,,
169,0,209.399,-35.5492,383.886,,,,,,,,,,,,,,,,,,
170,0,209.611,-34.177,383.906,,,,,,,,,,,,,,,,,,
171,0,209.879,-32.5366,382.882,,,,,,,,,,,,,,,,,,
172,0,209.454,-31.0964,383.197,,,,,,,,,,,,,,,,,,
173,0,209.408,-29.5906,383.274,,,,,,,,,,,,,,,,,,
174,0,209.287,-28.1601,382.916,,,,,,,,,,,,,,,,,,
175,0,209.46,-26.7843,382.458,,,,,,,,,,,,,,,,,,
176,0,208.973,-25.323,382.408,,,,,,,,,,,,,,,,,,
177,0,208.312,-23.9725,382.776,,,,,,,,,,,,,,,,,,
178,0,208.12,-22.4222,382.551,,,,,,,,,,,,,,,,,,
179,0,208,-20.9712,381.811,,,,,,,,,,,,,,,,,,
180,0,207.872,-19.3505,381.869,,,,,,,,,,,,,,,,,,
181,0,207.548,-17.6495,381.824,,,,,,,,,,,,,,,,,,
182,0,208.248,-15.7515,380.76,,,,,,,,,,,,,,,,,,
183,0,207.734,-13.8202,380.983,,,,,,,,,,,,,,,,,,
184,0,207.854,-11.627,381.001,,,,,,,,,,,,,,,,,,
185,0,207.959,-9.54429,380.519,,,,,,,,,,,,,,,,,,
186,0,208.079,-7.27184,380.46,,,,,,,,,,,,,,,,,,
187,0,208.68,-4.87857,379.746,,,,,,,,,,,,,,,,,,
188,0,207.894,-2.09839,380.145,,,,,,,,,,,,,,,,,,
189,0,207.709,0.833941,380.021,,,,,,,,,,,,,,,,,,
190,0,207.871,3.75122,379.829,,,,,,,,,,,,,,,,,,
191,0,207.855,6.78642,379.456,,,,,,,,,,,,,,,,,,
192,0,207.223,10.0039,379.389,,,,,,,,,,,,,,,,,,
193,0,207.201,12.6883,378.7,,,,,,,,,,,,,,,,,,
194,0,206.053,15.8116,378.711,,,,,,,,,,,,,,,,,,
195,0,205.118,18.5202,378.772,,,,,,,,,,,,,,,,,,
196,0,204.001,21.0817,378.306,,,,,,,,,,,,,,,,,,
197,0,202.959,23.1689,378.55,,,,,,,,,,,,,,,,,,
198,0,201.583,25.2238,378.784,,,,,,,,,,,,,,,,,,
199,0,200.919,26.9512,378.17,,,,,,,,,,,,,,,,,,
200,0,199.817,28.7366,377.76,,,,,,,,,,,,,,,,,,
201,0,198.75,30.301,378.055,,,,,,,,,,,,,,,,,,
202,0,197.683,31.9246,378.2,,,,,,,,,,,,,,,,,,
203,0,196.856,33.6617,378.167,,,,,,,,,,,,,,,,,,
204,0,196.729,35.3494,377.544,,,,,,,,,,,,,,,,,,
205,0,196.557,36.8776,377.52,,,,,,,,,,,,,,,,,,
206,0,196.599,38.5344,377.145,,,,,,,,,,,,,,,,,,
207,0,197.175,40.1044,376.302,,,,,,,,,,,,,,,,,,
208,0,197.12,41.6989,376.422,,,,,,,,,,,,,,,,,,
209,0,196.929,43.3051,376.42,,,,,,,,,,,,,,,,,,
210,0,197.552,44.9705,375.294,,,,,,,,,,,,,,,,,,
211,0,197.631,46.3178,375.347,,,,,,,,,,,,,,,,,,
212,0,197.594,48.1334,374.837,,,,,,,,,,,,,,,,,,
213,0,198.171,49.4764,374.063,,,,,,,,,,,,,,,,,,
214,0,198.459,50.9872,373.432,,,,,,,,,,,,,,,,,,
215,0,198.673,52.5533,372.395,,,,,,,,,,,,,,,,,,
216,0,198.665,53.901,371.799,,,,,,,,,,,,,,,,,,
217,0,198.964,55.2679,370.597,,,,,,,,,,,,,,,,,,
218,0,197.941,57.0721,370.237,,,,,,,,,,,,,,,,,,
219,0,197.466,58.3309,369.874,,,,,,,,,,,,,,,,,,
220,0,197.364,59.8587,368.554,,,,,,,,,,,,,,,,,,
221,0,196.659,61.3878,368.166,,,,,,,,,,,,,,,,,,
222,0,195.807,62.9939,368.015,,,,,,,,,,,,,,,,,,
223,0,195.739,64.8502,366.885,,,,,,,,,,,,,,,,,,
224,0,195.4,66.7046,366.358,,,,,,,,,,,,,,,,,,
225,0,195.531,68.8526,364.884,,,,,,,,,,,,,,,,,,
226,0,194.83,71.1943,364.762,,,,,,,,,,,,,,,,,,
227,0,195.045,73.5181,363.619,,,,,,,,,,,,,,,,,,
228,0,195.122,75.7446,362.592,,,,,,,,,,,,,,,,,,
229,0,194.754,78.3025,361.907,,,,,,,,,,,,,,,,,,
230,0,194.313,81.0534,360.749,,,,,,,,,,,,,,,,,,
231,0,193.998,83.2105,360.406,,,,,,,,,,,,,,,,,,
232,0,194.266,85.612,358.856,,,,,,,,,,,,,,,,,,
233,0,193.781,88.3645,358.081,,,,,,,,,,,,,,,,,,
234,0,193.757,90.7043,356.909,,,,,,,,,,,,,,,,,,
235,0,193.662,93.1721,355.556,,,,,,,,,,,,,,,,,,
236,0,192.499,95.5987,355.046,,,,,,,,,,,,,,,,,,
237,0,192.072,98.007,353.848,,,,,,,,,,,,,,,,,,
238,0,191.728,100.089,352.915,,,,,,,,,,,,,,,,,,
239,0,191.162,102.32,351.707,,,,,,,,,,,,,,,,,,
