Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,186.439,57.3272,475.905,,,,,,,,,,,,,,,,,,
2,0,186.189,56.4154,475.366,,,,,,,,,,,,,,,,,,
3,0,185.987,55.3995,475.011,,,,,,,,,,,,,,,,,,
4,0,185.943,54.2869,474.627,,,,,,,,,,,,,,,,,,
5,0,185.743,53.3698,474.38,,,,,,,,,,,,,,,,,,
6,0,185.985,52.4772,473.902,,,,,,,,,,,,,,,,,,
7,0,186.333,51.786,473.497,,,,,,,,,,,,,,,,,,
8,0,186.541,51.3511,473.221,,,,,,,,,,,,,,,,,,
9,0,187.131,50.7727,472.928,,,,,,,,,,,,,,,,,,
10,0,187.316,50.5683,472.707,,,,,,,,,,,,,,,,,,
11,0,187.824,50.3698,472.165,,,,,,,,,,,,,,,,,,
12,0,187.862,50.2736,471.919,,,,,,,,,,,,,,,,,,
13,0,187.865,50.1336,471.683,,,,,,,,,,,,,,,,,,
14,0,187.658,50.2948,471.403,,,,,,,,,,,,,,,,,,
15,0,187.541,50.4233,471.144,,,,,,,,,,,,,,,,,,
16,0,187.428,50.615,470.756,,,,,,,,,,,,,,,,,,
17,0,187.288,51.0124,470.245,,,,,,,,,,,,,,,,,,
18,0,187.029,51.4049,470.04,,,,,,,,,,,,,,,,,,
19,0,186.543,51.933,469.791,,,,,,,,,,,,,,,,,,
20,0,185.63,52.4869,469.816,,,,,,,,,,,,,,,,,,
21,0,185.008,52.8161,469.476,,,,,,,,,,,,,,,,,,
22,0,184.182,53.1645,469.1,,,,,,,,,,,,,,,,,,
23,0,183.63,53.2977,468.685,,,,,,,,,,,,,,,,,,
24,0,182.436,53.6895,468.587,,,,,,,,,,,,,,,,,,
25,0,181.607,53.9721,468.019,,,,,,,,,,,,,,,,,,
26,0,181.141,53.8676,467.517,,,,,,,,,,,,,,,,,,
27,0,180.556,54.0829,466.868,,,,,,,,,,,,,,,,,,
28,0,179.512,54.5985,466.418,,,,,,,,,,,,,,,,,,
29,0,178.647,54.8649,466.424,,,,,,,,,,,,,,,,,,
30,0,177.952,55.3433,466.185,,,,,,,,,,,,,,,,,,
31,0,177.505,55.8539,465.903,,,,,,,,,,,,,,,,,,
32,0,177.133,56.4619,465.741,,,,,,,,,,,,,,,,,,
33,0,176.273,57.331,465.357,,,,,,,,,,,,,,,,,,
34,0,175.802,57.9941,464.862,,,,,,,,,,,,,,,,,,
35,0,175.501,58.3805,464.408,,,,,,,,,,,,,,,,,,
36,0,175.22,58.741,463.628,,,,,,,,,,,,,,,,,,
37,0,173.887,59.45,463.551,,,,,,,,,,,,,,,,,,
38,0,172.889,59.7275,463.193,,,,,,,,,,,,,,,,,,
39,0,171.739,60.025,462.824,,,,,,,,,,,,,,,,,,
40,0,170.477,60.4152,462.472,,,,,,,,,,,,,,,,,,
41,0,169.443,60.6359,461.428,,,,,,,,,,,,,,,,,,
42,0,168.01,60.8893,461.163,,,,,,,,,,,,,,,,,,
43,0,166.24,61.4067,460.337,,,,,,,,,,,,,,,,,,
44,0,165.354,61.6916,458.962,,,,,,,,,,,,,,,,,,
