Trajectories
100
,,1 0,,,1 1,,,1 2,,,1 3,,,1 4,,,1 5,,,1 6,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1,0,255.23,-83.8621,446.459,,,,,,,,,,,,,,,,,,
2,0,254.883,-83.6412,446.376,,,,,,,,,,,,,,,,,,
3,0,254.665,-83.523,446.334,,,,,,,,,,,,,,,,,,
4,0,254.284,-83.3173,446.332,,,,,,,,,,,,,,,,,,
5,0,254.041,-83.1668,446.286,,,,,,,,,,,,,,,,,,
6,0,253.753,-82.9438,446.216,,,,,,,,,,,,,,,,,,
7,0,253.62,-82.7667,446.157,,,,,,,,,,,,,,,,,,
8,0,253.475,-82.3907,446.194,,,,,,,,,,,,,,,,,,
9,0,253.378,-81.9184,445.892,,,,,,,,,,,,,,,,,,
10,0,253.192,-81.328,445.688,,,,,,,,,,,,,,,,,,
11,0,253.147,-80.9658,445.66,,,,,,,,,,,,,,,,,,
12,0,253.05,-80.5027,445.585,,,,,,,,,,,,,,,,,,
13,0,252.951,-80.0337,445.367,,,,,,,,,,,,,,,,,,
14,0,252.743,-79.4441,444.946,,,,,,,,,,,,,,,,,,
15,0,252.493,-78.929,444.809,,,,,,,,,,,,,,,,,,
16,0,252.138,-78.419,444.677,,,,,,,,,,,,,,,,,,
17,0,251.793,-78.0781,444.424,,,,,,,,,,,,,,,,,,
18,0,251.561,-77.6811,443.951,,,,,,,,,,,,,,,,,,
19,0,251.015,-77.1061,443.477,,,,,,,,,,,,,,,,,,
20,0,250.661,-76.9209,443.115,,,,,,,,,,,,,,,,,,
21,0,250.258,-76.532,442.639,,,,,,,,,,,,,,,,,,
22,0,249.539,-75.9594,441.996,,,,,,,,,,,,,,,,,,
23,0,249.039,-75.6341,441.662,,,,,,,,,,,,,,,,,,
24,0,248.642,-75.2488,441.3,,,,,,,,,,,,,,,,,,
25,0,248.06,-74.5521,440.478,,,,,,,,,,,,,,,,,,
26,0,247.75,-74.1876,439.917,,,,,,,,,,,,,,,,,,
27,0,247.244,-73.6124,439.103,,,,,,,,,,,,,,,,,,
28,0,246.612,-73.091,438.55,,,,,,,,,,,,,,,,,,
29,0,246.012,-72.5775,438.092,,,,,,,,,,,,,,,,,,
30,0,245.346,-71.9091,437.269,,,,,,,,,,,,,,,,,,
31,0,244.998,-71.29,436.68,,,,,,,,,,,,,,,,,,
32,0,244.152,-70.4135,435.685,,,,,,,,,,,,,,,,,,
33,0,243.513,-69.7882,435.184,,,,,,,,,,,,,,,,,,
34,0,242.818,-69.017,434.585,,,,,,,,,,,,,,,,,,
35,0,242.41,-68.0493,433.829,,,,,,,,,,,,,,,,,,
